,team,date,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
2533,Washington Capitals,2020/08/12vs NYI,0,0,0,0,2,4,28.6,100.0,14.3,100.0,26.0,27.0,35.7
2534,St. Louis Blues,2020/08/12vs VAN,0,0,0,0,2,5,33.3,50.0,33.3,50.0,31.0,22.0,50.7
2535,Colorado Avalanche,2020/08/12vs ARI,2,1,1,0,3,0,50.0,100.0,50.0,100.0,40.0,14.0,51.7
2536,Vancouver Canucks,2020/08/12@ STL,2,1,1,0,5,2,50.0,66.7,50.0,66.7,22.0,31.0,49.3
2537,Arizona Coyotes,2020/08/12@ COL,0,0,0,0,0,3,0.0,50.0,0.0,50.0,14.0,40.0,48.3
2538,Boston Bruins,2020/08/13vs CAR,0,0,0,0,2,3,66.7,66.7,66.7,66.7,35.0,26.0,57.1
2539,Carolina Hurricanes,2020/08/13@ BOS,2,1,1,0,3,2,33.3,33.3,33.3,33.3,26.0,35.0,42.9
2540,Tampa Bay Lightning,2020/08/13vs CBJ,0,0,0,0,1,3,0.0,66.7,0.0,66.7,37.0,22.0,49.2
2541,Chicago Blackhawks,2020/08/13@ VGK,0,0,0,0,3,4,50.0,100.0,50.0,100.0,25.0,39.0,51.7
2542,Calgary Flames,2020/08/13@ DAL,0,0,0,0,4,5,25.0,75.0,25.0,100.0,26.0,36.0,47.1
2543,Dallas Stars,2020/08/13vs CGY,2,1,1,0,5,4,25.0,75.0,0.0,75.0,36.0,26.0,52.9
2544,Columbus Blue Jackets,2020/08/13@ TBL,2,1,1,0,3,1,33.3,100.0,33.3,100.0,22.0,37.0,50.9
2545,Vegas Golden Knights,2020/08/13vs CHI,2,0,1,0,4,3,0.0,50.0,0.0,50.0,39.0,25.0,48.3
2546,New York Islanders,2020/08/14@ WSH,2,1,1,0,5,2,20.0,100.0,20.0,100.0,32.0,25.0,54.6
2547,Philadelphia Flyers,2020/08/14vs MTL,0,0,0,0,0,5,0.0,66.7,0.0,66.7,30.0,32.0,58.0
2548,Montréal Canadiens,2020/08/14@ PHI,2,1,1,0,5,0,33.3,100.0,33.3,100.0,32.0,30.0,42.0
2549,Washington Capitals,2020/08/14vs NYI,0,0,0,0,2,5,0.0,80.0,0.0,80.0,25.0,32.0,45.5
2550,St. Louis Blues,2020/08/14vs VAN,0,0,0,0,3,4,16.7,33.3,0.0,33.3,37.0,25.0,43.8
2551,Calgary Flames,2020/08/14vs DAL,2,1,1,0,2,0,0.0,100.0,0.0,125.0,23.0,35.0,51.9
2552,Colorado Avalanche,2020/08/14vs ARI,2,1,1,0,3,2,0.0,100.0,0.0,100.0,28.0,32.0,51.8
2553,Vancouver Canucks,2020/08/14@ STL,2,0,1,0,4,3,66.7,83.3,66.7,100.0,25.0,37.0,56.2
2554,Dallas Stars,2020/08/14@ CGY,0,0,0,0,0,2,0.0,100.0,-25.0,100.0,35.0,23.0,48.2
2555,Arizona Coyotes,2020/08/14@ COL,0,0,0,0,2,3,0.0,100.0,0.0,100.0,32.0,28.0,48.2
2556,Boston Bruins,2020/08/15@ CAR,2,1,1,0,3,1,20.0,80.0,20.0,100.0,39.0,30.0,56.9
2557,Carolina Hurricanes,2020/08/15vs BOS,0,0,0,0,1,3,20.0,80.0,0.0,80.0,30.0,39.0,43.1
2558,Tampa Bay Lightning,2020/08/15@ CBJ,2,1,1,0,3,2,0.0,100.0,0.0,100.0,34.0,17.0,46.0
2559,Chicago Blackhawks,2020/08/15vs VGK,0,0,0,0,1,2,0.0,100.0,-25.0,100.0,27.0,26.0,41.5
2560,Colorado Avalanche,2020/08/15@ ARI,0,0,0,0,2,4,0.0,100.0,0.0,100.0,51.0,23.0,55.9
2561,Columbus Blue Jackets,2020/08/15vs TBL,0,0,0,0,2,3,0.0,100.0,0.0,100.0,17.0,34.0,54.0
2562,Arizona Coyotes,2020/08/15vs COL,2,1,1,0,4,2,0.0,100.0,0.0,100.0,23.0,51.0,44.1
2563,Vegas Golden Knights,2020/08/15@ CHI,2,1,1,0,2,1,0.0,100.0,0.0,125.0,26.0,27.0,58.5
2564,New York Islanders,2020/08/16vs WSH,2,0,1,0,2,1,0.0,50.0,0.0,50.0,34.0,23.0,53.6
2565,Philadelphia Flyers,2020/08/16@ MTL,2,1,1,0,1,0,0.0,100.0,0.0,100.0,20.0,23.0,50.8
2566,Montréal Canadiens,2020/08/16vs PHI,0,0,0,0,0,1,0.0,100.0,0.0,100.0,23.0,20.0,49.2
2567,Washington Capitals,2020/08/16@ NYI,0,0,0,0,1,2,50.0,100.0,50.0,100.0,23.0,34.0,46.4
2568,Chicago Blackhawks,2020/08/16vs VGK,2,1,1,0,3,1,0.0,100.0,0.0,100.0,25.0,49.0,48.3
2569,St. Louis Blues,2020/08/16@ VAN,2,0,1,0,3,2,0.0,50.0,0.0,50.0,49.0,41.0,50.7
2570,Calgary Flames,2020/08/16vs DAL,0,0,0,0,4,5,50.0,71.4,50.0,85.7,40.0,62.0,48.8
2571,Vancouver Canucks,2020/08/16vs STL,0,0,0,0,2,3,50.0,100.0,50.0,100.0,41.0,49.0,49.4
2572,Dallas Stars,2020/08/16@ CGY,2,0,1,0,5,4,28.6,50.0,14.3,50.0,62.0,40.0,51.2
2573,Vegas Golden Knights,2020/08/16@ CHI,0,0,0,0,1,3,0.0,100.0,0.0,100.0,49.0,25.0,51.7
2574,Boston Bruins,2020/08/17@ CAR,2,1,1,0,4,3,0.0,100.0,0.0,100.0,33.0,19.0,47.5
2575,Carolina Hurricanes,2020/08/17vs BOS,0,0,0,0,3,4,0.0,100.0,0.0,100.0,19.0,33.0,52.5
2576,Tampa Bay Lightning,2020/08/17@ CBJ,2,1,1,0,2,1,0.0,100.0,0.0,100.0,22.0,29.0,28.6
2577,St. Louis Blues,2020/08/17@ VAN,2,1,1,0,3,1,40.0,100.0,40.0,100.0,37.0,23.0,44.4
2578,Colorado Avalanche,2020/08/17@ ARI,2,1,1,0,7,1,42.9,75.0,42.9,75.0,30.0,15.0,50.8
2579,Vancouver Canucks,2020/08/17vs STL,0,0,0,0,1,3,0.0,60.0,0.0,60.0,23.0,37.0,55.6
2580,Columbus Blue Jackets,2020/08/17vs TBL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,29.0,22.0,71.4
2581,Arizona Coyotes,2020/08/17vs COL,0,0,0,0,1,7,25.0,57.1,25.0,57.1,15.0,30.0,49.2
2582,New York Islanders,2020/08/18vs WSH,0,0,0,0,2,3,0.0,80.0,0.0,80.0,26.0,29.0,55.4
2583,Philadelphia Flyers,2020/08/18@ MTL,2,1,1,0,2,0,0.0,100.0,0.0,100.0,22.0,29.0,65.5
2584,Montréal Canadiens,2020/08/18vs PHI,0,0,0,0,0,2,0.0,100.0,0.0,100.0,29.0,22.0,34.6
2585,Washington Capitals,2020/08/18@ NYI,2,1,1,0,3,2,20.0,100.0,20.0,100.0,29.0,26.0,44.6
2586,Chicago Blackhawks,2020/08/18@ VGK,0,0,0,0,3,4,0.0,0.0,0.0,0.0,26.0,39.0,55.1
2587,Calgary Flames,2020/08/18@ DAL,0,0,0,0,1,2,0.0,100.0,-25.0,100.0,29.0,32.0,57.1
2588,Dallas Stars,2020/08/18vs CGY,2,1,1,0,2,1,0.0,100.0,0.0,125.0,32.0,29.0,42.9
2589,Vegas Golden Knights,2020/08/18vs CHI,2,1,1,0,4,3,100.0,100.0,100.0,100.0,39.0,26.0,44.9
2590,Philadelphia Flyers,2020/08/19vs MTL,0,0,0,0,3,5,42.9,85.7,28.6,85.7,29.0,33.0,60.0
2591,Boston Bruins,2020/08/19vs CAR,2,1,1,0,2,1,50.0,100.0,50.0,100.0,27.0,24.0,46.5
2592,Montréal Canadiens,2020/08/19@ PHI,2,1,1,0,5,3,14.3,57.1,14.3,71.4,33.0,29.0,40.0
2593,Carolina Hurricanes,2020/08/19@ BOS,0,0,0,0,1,2,0.0,50.0,0.0,50.0,24.0,27.0,53.5
2594,Tampa Bay Lightning,2020/08/19vs CBJ,2,0,1,0,5,4,--,83.3,--,83.3,25.0,41.0,46.7
2595,St. Louis Blues,2020/08/19vs VAN,0,0,0,0,3,4,50.0,100.0,0.0,100.0,39.0,30.0,60.4
2596,Colorado Avalanche,2020/08/19vs ARI,2,1,1,0,7,1,75.0,100.0,75.0,100.0,36.0,24.0,48.2
2597,Vancouver Canucks,2020/08/19@ STL,2,1,1,0,4,3,0.0,50.0,0.0,100.0,30.0,39.0,39.6
2598,Columbus Blue Jackets,2020/08/19@ TBL,0,0,0,0,4,5,16.7,--,16.7,--,41.0,25.0,53.3
2599,Arizona Coyotes,2020/08/19@ COL,0,0,0,0,1,7,0.0,25.0,0.0,25.0,24.0,36.0,51.9
2600,New York Islanders,2020/08/20@ WSH,2,1,1,0,4,0,33.3,100.0,33.3,100.0,17.0,21.0,51.1
2601,Washington Capitals,2020/08/20vs NYI,0,0,0,0,0,4,0.0,66.7,0.0,66.7,21.0,17.0,48.9
2602,Calgary Flames,2020/08/20vs DAL,0,0,0,0,3,7,33.3,0.0,33.3,0.0,41.0,24.0,53.7
2603,Dallas Stars,2020/08/20@ CGY,2,1,1,0,7,3,100.0,66.7,100.0,66.7,24.0,41.0,46.3
2604,Philadelphia Flyers,2020/08/21@ MTL,2,1,1,0,3,2,0.0,50.0,0.0,50.0,17.0,33.0,49.2
2605,Montréal Canadiens,2020/08/21vs PHI,0,0,0,0,2,3,50.0,100.0,50.0,100.0,33.0,17.0,50.9
2606,St. Louis Blues,2020/08/21@ VAN,0,0,0,0,2,6,0.0,50.0,0.0,50.0,36.0,25.0,43.1
2607,Vancouver Canucks,2020/08/21vs STL,2,1,1,0,6,2,50.0,100.0,50.0,100.0,25.0,36.0,56.9
2608,Colorado Avalanche,2020/08/22vs DAL,0,0,0,0,3,5,0.0,100.0,0.0,100.0,31.0,30.0,45.7
2609,Dallas Stars,2020/08/22@ COL,2,1,1,0,5,3,0.0,100.0,0.0,100.0,30.0,31.0,54.3
2610,Boston Bruins,2020/08/23@ TBL,2,1,1,0,3,2,33.3,100.0,33.3,100.0,31.0,37.0,58.5
2611,Tampa Bay Lightning,2020/08/23vs BOS,0,0,0,0,2,3,0.0,66.7,0.0,66.7,37.0,31.0,41.5
2612,Vancouver Canucks,2020/08/23@ VGK,0,0,0,0,0,5,0.0,66.7,0.0,66.7,26.0,39.0,63.5
2613,Vegas Golden Knights,2020/08/23vs VAN,2,1,1,0,5,0,33.3,100.0,33.3,100.0,39.0,26.0,36.5
2614,New York Islanders,2020/08/24@ PHI,2,1,1,0,4,0,0.0,100.0,0.0,100.0,29.0,29.0,48.3
2615,Philadelphia Flyers,2020/08/24vs NYI,0,0,0,0,0,4,0.0,100.0,0.0,100.0,29.0,29.0,51.7
2616,Colorado Avalanche,2020/08/24vs DAL,0,0,0,0,2,5,25.0,33.3,25.0,33.3,40.0,27.0,56.5
2617,Dallas Stars,2020/08/24@ COL,2,1,1,0,5,2,66.7,75.0,66.7,75.0,27.0,40.0,43.5
2618,Boston Bruins,2020/08/25@ TBL,0,0,0,0,3,4,33.3,100.0,33.3,100.0,25.0,40.0,51.6
2619,Tampa Bay Lightning,2020/08/25vs BOS,2,0,1,0,4,3,0.0,66.7,0.0,66.7,40.0,25.0,48.4
2620,Vancouver Canucks,2020/08/25@ VGK,2,1,1,0,5,2,20.0,75.0,20.0,75.0,27.0,40.0,66.2
2621,Vegas Golden Knights,2020/08/25vs VAN,0,0,0,0,2,5,25.0,80.0,25.0,80.0,40.0,27.0,33.9
2622,New York Islanders,2020/08/26@ PHI,0,0,0,0,3,4,33.3,100.0,33.3,100.0,34.0,31.0,53.5
2623,Philadelphia Flyers,2020/08/26vs NYI,2,0,1,0,4,3,0.0,66.7,0.0,66.7,31.0,34.0,46.6
2624,Boston Bruins,2020/08/26vs TBL,0,0,0,0,1,7,33.3,50.0,33.3,50.0,24.0,31.0,45.3
2625,Tampa Bay Lightning,2020/08/26@ BOS,2,1,1,0,7,1,50.0,66.7,50.0,66.7,31.0,24.0,54.7
2626,Colorado Avalanche,2020/08/26@ DAL,2,1,1,0,6,4,0.0,100.0,0.0,100.0,32.0,37.0,57.8
2627,Dallas Stars,2020/08/26vs COL,0,0,0,0,4,6,0.0,100.0,0.0,100.0,37.0,32.0,42.3
2628,New York Islanders,2020/08/29vs PHI,2,1,1,0,3,1,50.0,100.0,50.0,100.0,29.0,27.0,49.0
2629,Philadelphia Flyers,2020/08/29@ NYI,0,0,0,0,1,3,0.0,50.0,0.0,50.0,27.0,29.0,51.0
2630,Boston Bruins,2020/08/29vs TBL,0,0,0,0,1,3,25.0,80.0,25.0,80.0,30.0,26.0,65.4
2631,Tampa Bay Lightning,2020/08/29@ BOS,2,1,1,0,3,1,20.0,75.0,20.0,75.0,26.0,30.0,34.6
2632,Vancouver Canucks,2020/08/29vs VGK,0,0,0,0,0,3,0.0,75.0,0.0,75.0,31.0,34.0,57.6
2633,Vegas Golden Knights,2020/08/29@ VAN,2,1,1,0,3,0,25.0,100.0,25.0,100.0,34.0,31.0,42.4
2634,New York Islanders,2020/08/30vs PHI,2,1,1,0,3,2,0.0,100.0,0.0,100.0,33.0,38.0,55.4
2635,Philadelphia Flyers,2020/08/30@ NYI,0,0,0,0,2,3,0.0,100.0,0.0,100.0,38.0,33.0,44.6
2636,Colorado Avalanche,2020/08/30@ DAL,0,0,0,0,4,5,20.0,50.0,20.0,50.0,37.0,29.0,49.1
2637,Vancouver Canucks,2020/08/30vs VGK,0,0,0,0,3,5,40.0,50.0,40.0,50.0,31.0,33.0,61.3
2638,Dallas Stars,2020/08/30vs COL,2,1,1,0,5,4,50.0,80.0,50.0,80.0,29.0,37.0,50.9
2639,Vegas Golden Knights,2020/08/30@ VAN,2,1,1,0,5,3,50.0,60.0,50.0,60.0,33.0,31.0,38.7
2640,Boston Bruins,2020/08/31@ TBL,0,0,0,0,2,3,25.0,100.0,25.0,100.0,47.0,35.0,40.4
2641,Tampa Bay Lightning,2020/08/31vs BOS,2,0,1,0,3,2,0.0,75.0,0.0,75.0,35.0,47.0,59.6
2642,Colorado Avalanche,2020/08/31vs DAL,2,1,1,0,6,3,0.0,66.7,0.0,66.7,41.0,34.0,45.6
2643,Dallas Stars,2020/08/31@ COL,0,0,0,0,3,6,33.3,100.0,33.3,100.0,34.0,41.0,54.4
2644,New York Islanders,2020/09/01@ PHI,0,0,0,0,3,4,25.0,100.0,25.0,100.0,32.0,32.0,45.2
2645,Philadelphia Flyers,2020/09/01vs NYI,2,0,1,0,4,3,0.0,75.0,0.0,75.0,32.0,32.0,54.8
2646,Vancouver Canucks,2020/09/01@ VGK,2,1,1,0,2,1,0.0,100.0,0.0,100.0,17.0,43.0,52.4
2647,Vegas Golden Knights,2020/09/01vs VAN,0,0,0,0,1,2,0.0,100.0,0.0,100.0,43.0,17.0,47.6
2648,Colorado Avalanche,2020/09/02@ DAL,2,1,1,0,4,1,0.0,100.0,0.0,100.0,24.0,28.0,50.0
2649,Dallas Stars,2020/09/02vs COL,0,0,0,0,1,4,0.0,100.0,0.0,100.0,28.0,24.0,50.0
2650,New York Islanders,2020/09/03vs PHI,0,0,0,0,4,5,16.7,100.0,16.7,100.0,53.0,31.0,43.6
2651,Philadelphia Flyers,2020/09/03@ NYI,2,0,1,0,5,4,0.0,83.3,0.0,83.3,31.0,53.0,56.4
2652,Vancouver Canucks,2020/09/03vs VGK,2,1,1,0,4,0,0.0,100.0,0.0,100.0,23.0,48.0,59.7
2653,Vegas Golden Knights,2020/09/03@ VAN,0,0,0,0,0,4,0.0,100.0,0.0,100.0,48.0,23.0,40.4
2654,Colorado Avalanche,2020/09/04vs DAL,0,0,0,0,4,5,25.0,0.0,25.0,0.0,44.0,35.0,44.3
2655,Vancouver Canucks,2020/09/04@ VGK,0,0,0,0,0,3,0.0,66.7,0.0,66.7,14.0,36.0,59.3
2656,Dallas Stars,2020/09/04@ COL,2,0,1,0,5,4,100.0,75.0,100.0,75.0,35.0,44.0,55.7
2657,Vegas Golden Knights,2020/09/04vs VAN,2,1,1,0,3,0,33.3,100.0,33.3,100.0,36.0,14.0,40.7
2658,New York Islanders,2020/09/05@ PHI,2,1,1,0,4,0,0.0,100.0,0.0,100.0,26.0,16.0,41.2
2659,Philadelphia Flyers,2020/09/05vs NYI,0,0,0,0,0,4,0.0,100.0,0.0,100.0,16.0,26.0,58.8
2660,Dallas Stars,2020/09/06@ VGK,2,1,1,0,1,0,0.0,100.0,0.0,100.0,25.0,25.0,60.0
2661,Vegas Golden Knights,2020/09/06vs DAL,0,0,0,0,0,1,0.0,100.0,0.0,100.0,25.0,25.0,40.0
2662,New York Islanders,2020/09/07@ TBL,0,0,0,0,2,8,20.0,50.0,20.0,50.0,24.0,34.0,52.7
2663,Tampa Bay Lightning,2020/09/07vs NYI,2,1,1,0,8,2,50.0,80.0,50.0,80.0,34.0,24.0,47.3
2664,Dallas Stars,2020/09/08@ VGK,0,0,0,0,0,3,0.0,83.3,0.0,83.3,24.0,32.0,38.8
2665,Vegas Golden Knights,2020/09/08vs DAL,2,1,1,0,3,0,16.7,100.0,16.7,100.0,32.0,24.0,61.2
2666,New York Islanders,2020/09/09@ TBL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,28.0,21.0,55.6
2667,Tampa Bay Lightning,2020/09/09vs NYI,2,1,1,0,2,1,0.0,100.0,0.0,100.0,21.0,28.0,44.4
2668,Dallas Stars,2020/09/10vs VGK,2,0,1,0,3,2,0.0,75.0,0.0,75.0,23.0,40.0,50.0
2669,Vegas Golden Knights,2020/09/10@ DAL,0,0,0,0,2,3,25.0,100.0,25.0,100.0,40.0,23.0,50.0
2670,New York Islanders,2020/09/11vs TBL,2,1,1,0,5,3,0.0,0.0,0.0,0.0,35.0,37.0,42.2
2671,Tampa Bay Lightning,2020/09/11@ NYI,0,0,0,0,3,5,100.0,100.0,100.0,100.0,37.0,35.0,57.8
2672,Dallas Stars,2020/09/12vs VGK,2,1,1,0,2,1,25.0,80.0,25.0,80.0,20.0,33.0,50.0
2673,Vegas Golden Knights,2020/09/12@ DAL,0,0,0,0,1,2,20.0,75.0,20.0,75.0,33.0,20.0,50.0
2674,New York Islanders,2020/09/13vs TBL,0,0,0,0,1,4,0.0,100.0,0.0,100.0,27.0,36.0,38.2
2675,Tampa Bay Lightning,2020/09/13@ NYI,2,1,1,0,4,1,0.0,100.0,0.0,100.0,36.0,27.0,61.8
2676,Dallas Stars,2020/09/14@ VGK,2,0,1,0,3,2,50.0,100.0,50.0,100.0,26.0,36.0,52.6
2677,Vegas Golden Knights,2020/09/14vs DAL,0,0,0,0,2,3,0.0,50.0,0.0,50.0,36.0,26.0,47.4
2678,New York Islanders,2020/09/15@ TBL,2,0,1,0,2,1,33.3,100.0,33.3,100.0,24.0,37.0,55.3
2679,Tampa Bay Lightning,2020/09/15vs NYI,0,0,0,0,1,2,0.0,66.7,0.0,66.7,37.0,24.0,44.7
2680,New York Islanders,2020/09/17vs TBL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,27.0,48.0,54.4
2681,Tampa Bay Lightning,2020/09/17@ NYI,2,0,1,0,2,1,0.0,100.0,0.0,100.0,48.0,27.0,45.6
2682,Tampa Bay Lightning,2020/09/19vs DAL,0,0,0,0,1,4,0.0,100.0,0.0,100.0,36.0,20.0,48.9
2683,Dallas Stars,2020/09/19@ TBL,2,1,1,0,4,1,0.0,100.0,0.0,100.0,20.0,36.0,51.1
2684,Tampa Bay Lightning,2020/09/21vs DAL,2,1,1,0,3,2,50.0,80.0,50.0,80.0,31.0,29.0,50.7
2685,Dallas Stars,2020/09/21@ TBL,0,0,0,0,2,3,20.0,50.0,20.0,50.0,29.0,31.0,49.3
2686,Tampa Bay Lightning,2020/09/23@ DAL,2,1,1,0,5,2,25.0,100.0,0.0,100.0,32.0,24.0,44.7
2687,Dallas Stars,2020/09/23vs TBL,0,0,0,0,2,5,0.0,75.0,0.0,100.0,24.0,32.0,55.3
2688,Tampa Bay Lightning,2020/09/25@ DAL,2,0,1,0,5,4,75.0,100.0,75.0,100.0,35.0,30.0,41.9
2689,Dallas Stars,2020/09/25vs TBL,0,0,0,0,4,5,0.0,25.0,0.0,25.0,30.0,35.0,58.1
2690,Tampa Bay Lightning,2020/09/26vs DAL,0,0,0,0,2,3,0.0,100.0,0.0,100.0,41.0,33.0,51.3
2691,Dallas Stars,2020/09/26@ TBL,2,0,1,0,3,2,0.0,100.0,0.0,100.0,33.0,41.0,48.8
2692,Tampa Bay Lightning,2020/09/28@ DAL,2,1,1,0,2,0,33.3,100.0,33.3,100.0,29.0,22.0,53.5
2693,Dallas Stars,2020/09/28vs TBL,0,0,0,0,0,2,0.0,66.7,0.0,66.7,22.0,29.0,46.6
2694,Boston Bruins,2021/05/15@ WSH,0,0,0,0,2,3,25.0,100.0,25.0,100.0,26.0,32.0,60.0
2695,Washington Capitals,2021/05/15vs BOS,2,0,1,0,3,2,0.0,75.0,0.0,75.0,32.0,26.0,40.0
2696,New York Islanders,2021/05/16@ PIT,2,0,1,0,4,3,0.0,100.0,0.0,100.0,41.0,42.0,47.1
2697,Pittsburgh Penguins,2021/05/16vs NYI,0,0,0,0,3,4,0.0,100.0,0.0,100.0,42.0,41.0,52.9
2698,Florida Panthers,2021/05/16vs TBL,0,0,0,0,4,5,33.3,25.0,0.0,25.0,39.0,40.0,49.3
2699,Tampa Bay Lightning,2021/05/16@ FLA,2,1,1,0,5,4,75.0,66.7,75.0,100.0,40.0,39.0,50.7
2700,Minnesota Wild,2021/05/16@ VGK,2,0,1,0,1,0,0.0,100.0,0.0,100.0,30.0,42.0,37.9
2701,Vegas Golden Knights,2021/05/16vs MIN,0,0,0,0,0,1,0.0,100.0,0.0,100.0,42.0,30.0,62.1
2702,Boston Bruins,2021/05/17@ WSH,2,0,1,0,4,3,0.0,75.0,0.0,75.0,48.0,39.0,63.1
2703,Carolina Hurricanes,2021/05/17vs NSH,2,1,1,0,5,2,0.0,100.0,0.0,100.0,38.0,24.0,51.4
2704,Washington Capitals,2021/05/17vs BOS,0,0,0,0,3,4,25.0,100.0,25.0,100.0,39.0,48.0,36.9
2705,Nashville Predators,2021/05/17@ CAR,0,0,0,0,2,5,0.0,100.0,0.0,100.0,24.0,38.0,48.6
2706,St. Louis Blues,2021/05/17@ COL,0,0,0,0,1,4,0.0,66.7,0.0,66.7,23.0,50.0,52.9
2707,Colorado Avalanche,2021/05/17vs STL,2,1,1,0,4,1,33.3,100.0,33.3,100.0,50.0,23.0,47.1
2708,New York Islanders,2021/05/18@ PIT,0,0,0,0,1,2,0.0,100.0,0.0,100.0,38.0,45.0,48.0
2709,Pittsburgh Penguins,2021/05/18vs NYI,2,1,1,0,2,1,0.0,100.0,0.0,100.0,45.0,38.0,52.0
2710,Florida Panthers,2021/05/18vs TBL,0,0,0,0,1,3,0.0,100.0,0.0,100.0,33.0,29.0,50.9
2711,Tampa Bay Lightning,2021/05/18@ FLA,2,1,1,0,3,1,0.0,100.0,0.0,100.0,29.0,33.0,49.1
2712,Minnesota Wild,2021/05/18@ VGK,0,0,0,0,1,3,0.0,50.0,0.0,50.0,35.0,28.0,40.3
2713,Vegas Golden Knights,2021/05/18vs MIN,2,1,1,0,3,1,50.0,100.0,50.0,100.0,28.0,35.0,59.7
2714,Boston Bruins,2021/05/19vs WSH,2,0,1,0,3,2,20.0,80.0,20.0,80.0,43.0,37.0,47.7
2715,Carolina Hurricanes,2021/05/19vs NSH,2,1,1,0,3,0,33.3,100.0,33.3,100.0,31.0,32.0,47.5
2716,Washington Capitals,2021/05/19@ BOS,0,0,0,0,2,3,20.0,80.0,20.0,80.0,37.0,43.0,52.3
2717,Nashville Predators,2021/05/19@ CAR,0,0,0,0,0,3,0.0,66.7,0.0,66.7,32.0,31.0,52.5
2718,St. Louis Blues,2021/05/19@ COL,0,0,0,0,3,6,50.0,0.0,50.0,0.0,35.0,35.0,35.7
2719,Colorado Avalanche,2021/05/19vs STL,2,1,1,0,6,3,100.0,50.0,100.0,50.0,35.0,35.0,64.3
2720,Edmonton Oilers,2021/05/19vs WPG,0,0,0,0,1,4,0.0,--,0.0,--,33.0,22.0,39.6
2721,Winnipeg Jets,2021/05/19@ EDM,2,1,1,0,4,1,--,100.0,--,100.0,22.0,33.0,60.4
2722,New York Islanders,2021/05/20vs PIT,0,0,0,0,4,5,25.0,50.0,25.0,50.0,30.0,27.0,52.6
2723,Pittsburgh Penguins,2021/05/20@ NYI,2,1,1,0,5,4,50.0,75.0,50.0,75.0,27.0,30.0,47.4
2724,Montréal Canadiens,2021/05/20@ TOR,2,1,1,0,2,1,0.0,100.0,0.0,125.0,30.0,36.0,55.7
2725,Toronto Maple Leafs,2021/05/20vs MTL,0,0,0,0,1,2,0.0,100.0,-25.0,100.0,36.0,30.0,44.3
2726,Florida Panthers,2021/05/20@ TBL,2,0,1,0,6,5,100.0,33.3,100.0,33.3,47.0,31.0,48.0
2727,Tampa Bay Lightning,2021/05/20vs FLA,0,0,0,0,5,6,66.7,0.0,66.7,0.0,31.0,47.0,52.1
2728,Minnesota Wild,2021/05/20vs VGK,0,0,0,0,2,5,0.0,100.0,0.0,100.0,16.0,40.0,47.4
2729,Vegas Golden Knights,2021/05/20@ MIN,2,1,1,0,5,2,0.0,100.0,0.0,100.0,40.0,16.0,52.6
2730,Boston Bruins,2021/05/21vs WSH,2,1,1,0,4,1,60.0,85.7,60.0,85.7,37.0,20.0,55.6
2731,Carolina Hurricanes,2021/05/21@ NSH,0,0,0,0,4,5,33.3,85.7,33.3,85.7,56.0,54.0,50.0
2732,Washington Capitals,2021/05/21@ BOS,0,0,0,0,1,4,14.3,40.0,14.3,40.0,20.0,37.0,44.4
2733,Nashville Predators,2021/05/21vs CAR,2,0,1,0,5,4,14.3,66.7,14.3,66.7,54.0,56.0,50.0
2734,St. Louis Blues,2021/05/21vs COL,0,0,0,0,1,5,0.0,100.0,-33.3,125.0,32.0,26.0,48.2
2735,Colorado Avalanche,2021/05/21@ STL,2,1,1,0,5,1,0.0,100.0,-25.0,133.3,26.0,32.0,51.9
2736,Edmonton Oilers,2021/05/21vs WPG,0,0,0,0,0,1,0.0,100.0,0.0,100.0,38.0,36.0,57.4
2737,Winnipeg Jets,2021/05/21@ EDM,2,0,1,0,1,0,0.0,100.0,0.0,100.0,36.0,38.0,42.6
2738,New York Islanders,2021/05/22vs PIT,2,1,1,0,4,1,40.0,100.0,20.0,100.0,26.0,30.0,66.0
2739,Pittsburgh Penguins,2021/05/22@ NYI,0,0,0,0,1,4,0.0,60.0,0.0,80.0,30.0,26.0,34.0
2740,Montréal Canadiens,2021/05/22@ TOR,0,0,0,0,1,5,0.0,66.7,0.0,66.7,23.0,34.0,33.9
2741,Toronto Maple Leafs,2021/05/22vs MTL,2,1,1,0,5,1,33.3,100.0,33.3,100.0,34.0,23.0,66.1
2742,Florida Panthers,2021/05/22@ TBL,0,0,0,0,2,6,28.6,60.0,28.6,60.0,41.0,26.0,54.8
2743,Tampa Bay Lightning,2021/05/22vs FLA,2,1,1,0,6,2,40.0,71.4,40.0,71.4,26.0,41.0,45.2
2744,Minnesota Wild,2021/05/22vs VGK,0,0,0,0,0,4,0.0,100.0,-33.3,100.0,35.0,18.0,44.4
2745,Vegas Golden Knights,2021/05/22@ MIN,2,1,1,0,4,0,0.0,100.0,0.0,133.3,18.0,35.0,55.6
2746,Boston Bruins,2021/05/23@ WSH,2,1,1,0,3,1,0.0,100.0,0.0,100.0,19.0,41.0,46.9
2747,Carolina Hurricanes,2021/05/23@ NSH,0,0,0,0,3,4,0.0,50.0,0.0,50.0,61.0,43.0,55.0
2748,Washington Capitals,2021/05/23vs BOS,0,0,0,0,1,3,0.0,100.0,0.0,100.0,41.0,19.0,53.1
