team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
Anaheim Ducks,2005-10-05,2,5,3,22.2,88.9,24.0,39.0,56.1,Chicago Blackhawks,@,,,,,,,,,,,,
Anaheim Ducks,2005-10-08,1,2,2,0.0,75.0,35.0,35.0,46.9,Nashville Predators,@,,,,,,,,,,,,
Anaheim Ducks,2005-10-10,0,2,4,0.0,62.5,33.0,32.0,50.8,Edmonton Oilers,vs,,,,,,,,,,,,
Anaheim Ducks,2005-10-14,2,4,3,16.7,77.8,36.0,19.0,48.4,Columbus Blue Jackets,vs,,,,,,,,,,,,
Anaheim Ducks,2005-10-16,0,1,4,0.0,75.0,29.0,22.0,52.3,Minnesota Wild,@,,,,,,,,,,,,
Anaheim Ducks,2005-10-19,0,2,3,16.7,71.4,30.0,34.0,47.5,St. Louis Blues,@,1.0,,,2.8,,3.2,,7.779999999999999,75.84,31.4,29.4,50.9
Anaheim Ducks,2005-10-21,0,2,3,25.0,62.5,25.0,39.0,45.2,Detroit Red Wings,@,0.6,,,2.2,,3.2,,6.68,72.34,32.6,28.4,49.18
Anaheim Ducks,2005-10-23,2,5,3,33.3,71.4,28.0,27.0,47.1,Phoenix Coyotes,vs,0.4,,,2.2,,3.4,,11.68,69.84,30.6,29.2,48.839999999999996
Anaheim Ducks,2005-10-25,0,1,3,0.0,87.5,30.0,33.0,46.6,Los Angeles Kings,@,0.8,,,2.8,,3.2,,18.339999999999996,71.62,29.6,28.2,48.1
Anaheim Ducks,2005-10-26,2,4,1,50.0,85.7,31.0,26.0,55.7,Calgary Flames,vs,0.4,,,2.2,,3.2,,15.0,73.56,28.4,31.0,47.74
Anaheim Ducks,2005-10-28,2,6,4,37.5,85.7,39.0,28.0,54.3,St. Louis Blues,vs,0.8,0.9,,2.8,2.8,2.6,2.9,25.0,75.7,28.8,31.8,48.42
Anaheim Ducks,2005-10-30,2,3,2,25.0,85.7,27.0,36.0,50.0,Phoenix Coyotes,vs,1.2,0.9,,3.6,2.9,2.8,3.0,29.160000000000004,78.56,30.6,30.6,49.78
Anaheim Ducks,2005-11-01,2,4,1,20.0,100.0,35.0,33.0,47.5,Nashville Predators,vs,1.6,1.0,,3.8,3.0,2.6,3.0,29.160000000000004,83.2,31.0,30.0,50.74
Anaheim Ducks,2005-11-03,0,3,4,33.3,100.0,23.0,32.0,49.1,Colorado Avalanche,@,1.6,1.2,,3.6,3.2,2.2,2.7,26.5,88.92,32.4,31.2,50.82000000000001
Anaheim Ducks,2005-11-04,1,0,1,0.0,85.7,21.0,32.0,50.8,San Jose Sharks,vs,1.6,1.0,,4.0,3.1,2.4,2.8,33.16,91.42,31.0,31.0,51.32000000000001
Anaheim Ducks,2005-11-06,1,3,3,11.1,100.0,42.0,21.0,55.6,Minnesota Wild,vs,1.4,1.1,,3.2,3.0,2.4,2.5,23.159999999999997,91.41999999999999,29.0,32.2,50.339999999999996
Anaheim Ducks,2005-11-12,1,1,2,0.0,100.0,44.0,30.0,55.2,Phoenix Coyotes,@,1.2,1.2,,2.6,3.1,2.2,2.5,17.88,94.28,29.6,30.8,50.6
Anaheim Ducks,2005-11-13,0,1,3,0.0,83.3,41.0,19.0,58.2,Dallas Stars,vs,1.0,1.3,,2.2,3.0,2.2,2.4,12.88,97.14,33.0,29.6,51.64
Anaheim Ducks,2005-11-16,0,2,4,20.0,90.0,32.0,38.0,56.7,Dallas Stars,vs,0.6,1.1,,1.6,2.6,2.6,2.4,8.879999999999999,93.8,34.2,26.8,53.779999999999994
Anaheim Ducks,2005-11-18,0,2,3,16.7,85.7,33.0,31.0,56.1,Colorado Avalanche,vs,0.6,1.1,,1.4,2.7,2.6,2.5,6.220000000000001,91.8,36.0,28.0,55.3
Anaheim Ducks,2005-11-20,0,2,3,20.0,90.0,33.0,29.0,58.3,Vancouver Canucks,vs,0.4,0.9,0.9,1.8,2.5,3.0,2.7,9.559999999999999,91.8,38.4,27.8,56.36
Anaheim Ducks,2005-11-22,2,2,1,0.0,100.0,20.0,20.0,55.3,Phoenix Coyotes,@,0.2,0.7,0.8,1.6,2.1,3.0,2.6,11.34,89.8,36.6,29.4,56.9
Anaheim Ducks,2005-11-23,0,1,3,0.0,75.0,21.0,27.0,54.7,Dallas Stars,@,0.4,0.7,0.85,1.8,2.0,2.8,2.5,11.34,89.8,31.8,27.4,56.92
Anaheim Ducks,2005-11-25,2,3,1,33.3,80.0,29.0,29.0,52.9,Detroit Red Wings,vs,0.4,0.5,0.85,1.8,1.7,2.8,2.7,11.34,88.14,27.8,29.0,56.220000000000006
Anaheim Ducks,2005-11-27,2,3,1,0.0,100.0,25.0,35.0,45.0,Chicago Blackhawks,vs,0.8,0.7,0.85,2.0,1.7,2.2,2.4,14.0,86.14,27.2,27.2,55.46
Anaheim Ducks,2005-11-30,2,6,1,37.5,100.0,35.0,17.0,43.6,Phoenix Coyotes,vs,1.2,0.8,0.95,2.2,2.0,1.8,2.4,10.66,89.0,25.6,28.0,53.239999999999995
Anaheim Ducks,2005-12-03,2,2,1,25.0,100.0,28.0,21.0,53.9,Atlanta Thrashers,vs,1.6,0.9,1.05,3.0,2.3,1.4,2.2,14.16,91.0,26.0,25.6,50.3
Anaheim Ducks,2005-12-06,0,2,6,0.0,80.0,37.0,31.0,55.2,Carolina Hurricanes,vs,1.6,1.0,1.15,3.0,2.4,1.4,2.1,19.16,91.0,27.6,25.8,50.019999999999996
Anaheim Ducks,2005-12-08,1,2,3,0.0,50.0,30.0,31.0,52.1,Buffalo Sabres,@,1.6,1.0,1.05,3.2,2.5,2.0,2.4,19.16,92.0,30.8,26.6,50.12
Anaheim Ducks,2005-12-10,2,5,3,16.7,71.4,37.0,24.0,61.1,Montréal Canadiens,@,1.4,1.1,1.1,3.0,2.5,2.4,2.3,12.5,86.0,31.0,27.0,49.96
Anaheim Ducks,2005-12-12,0,2,3,0.0,66.7,29.0,27.0,38.2,Toronto Maple Leafs,@,1.4,1.3,1.1,3.4,2.8,2.8,2.3,15.84,80.28,33.4,24.8,53.17999999999999
Anaheim Ducks,2005-12-14,2,4,2,28.6,85.7,33.0,24.0,43.4,Tampa Bay Lightning,vs,1.0,1.3,1.0,2.6,2.8,3.2,2.3,8.34,73.62,32.2,26.8,52.1
Anaheim Ducks,2005-12-16,1,3,3,25.0,66.7,45.0,37.0,55.4,Los Angeles Kings,vs,1.0,1.3,1.0,3.0,3.0,3.4,2.4,9.059999999999999,70.76,33.2,27.4,50.0
Anaheim Ducks,2005-12-18,2,5,4,0.0,80.0,34.0,34.0,59.3,San Jose Sharks,vs,1.2,1.4,0.95,3.2,3.2,2.8,2.4,14.059999999999999,68.1,34.8,28.6,50.040000000000006
Anaheim Ducks,2005-12-20,0,2,4,22.2,66.7,35.0,21.0,51.5,San Jose Sharks,@,1.4,1.4,1.05,3.8,3.4,3.0,2.7,14.059999999999999,74.1,35.6,29.2,51.480000000000004
Anaheim Ducks,2005-12-21,2,6,3,14.3,87.5,36.0,25.0,62.1,St. Louis Blues,vs,1.0,1.2,1.0,3.2,3.3,3.2,3.0,15.16,73.16,35.2,28.6,49.559999999999995
Anaheim Ducks,2005-12-28,0,0,1,0.0,100.0,40.0,42.0,44.4,Columbus Blue Jackets,@,1.4,1.2,1.05,4.0,3.3,3.2,3.2,18.02,77.32000000000001,36.6,28.2,54.339999999999996
Anaheim Ducks,2005-12-31,2,4,4,0.0,57.1,33.0,34.0,43.1,St. Louis Blues,@,1.0,1.0,1.0,3.2,3.1,3.0,3.2,12.3,80.18,38.0,31.8,54.54
Anaheim Ducks,2006-01-01,2,4,2,14.3,100.0,36.0,23.0,44.6,Nashville Predators,@,1.2,1.2,1.1,3.4,3.3,3.2,3.0,7.3,78.26,35.6,31.2,52.08
Anaheim Ducks,2006-01-06,1,3,3,28.6,100.0,26.0,25.0,52.6,Dallas Stars,@,1.2,1.3,1.2,3.2,3.5,2.8,2.9,10.16,82.25999999999999,36.0,29.0,49.14
Anaheim Ducks,2006-01-07,0,1,4,0.0,87.5,23.0,36.0,54.6,Minnesota Wild,@,1.4,1.2,1.25,3.4,3.3,2.6,2.9,11.440000000000001,88.92,34.2,29.8,49.36
Anaheim Ducks,2006-01-09,2,6,2,40.0,83.3,27.0,43.0,44.8,Los Angeles Kings,vs,1.0,1.2,1.25,2.4,3.2,2.8,3.0,8.580000000000002,88.92,31.6,32.0,47.86
Anaheim Ducks,2006-01-13,1,2,3,0.0,100.0,34.0,26.0,53.0,Washington Capitals,vs,1.4,1.2,1.25,3.6,3.4,3.0,3.0,16.580000000000002,85.58,29.0,32.2,47.940000000000005
Anaheim Ducks,2006-01-16,1,3,4,22.2,100.0,28.0,24.0,44.1,Boston Bruins,@,1.2,1.2,1.3,3.2,3.3,2.8,3.0,16.580000000000002,94.16,29.2,30.6,49.92
Anaheim Ducks,2006-01-19,2,3,3,25.0,75.0,39.0,33.0,56.7,Ottawa Senators,@,1.0,1.1,1.25,3.0,3.1,3.2,3.0,18.16,94.16,27.6,30.8,49.82
Anaheim Ducks,2006-01-21,2,1,0,0.0,100.0,31.0,30.0,50.7,Florida Panthers,vs,1.2,1.3,1.25,3.0,3.2,3.2,2.9,17.44,89.16,30.2,32.4,50.64
Anaheim Ducks,2006-01-23,1,2,2,25.0,100.0,35.0,34.0,58.3,Los Angeles Kings,@,1.6,1.3,1.25,3.0,2.7,2.4,2.6,17.44,91.66,31.8,31.2,49.86
Anaheim Ducks,2006-01-25,0,3,6,33.3,80.0,22.0,26.0,37.5,Edmonton Oilers,vs,1.4,1.4,1.2,2.2,2.9,2.4,2.7,14.440000000000001,95.0,33.4,29.4,52.56
Anaheim Ducks,2006-01-26,2,2,0,20.0,100.0,32.0,24.0,45.8,San Jose Sharks,@,1.2,1.2,1.2,2.4,2.8,3.0,2.9,21.1,91.0,31.0,29.4,49.46
Anaheim Ducks,2006-01-28,2,6,2,50.0,75.0,33.0,32.0,60.3,Los Angeles Kings,@,1.4,1.2,1.25,2.2,2.6,2.2,2.7,20.66,91.0,31.8,29.4,49.8
Anaheim Ducks,2006-01-30,2,4,3,33.3,75.0,45.0,32.0,50.8,Los Angeles Kings,vs,1.4,1.3,1.25,2.8,2.9,2.0,2.6,25.660000000000004,91.0,30.6,29.2,50.52
Anaheim Ducks,2006-02-01,0,4,6,22.2,62.5,39.0,35.0,53.6,San Jose Sharks,vs,1.4,1.5,1.35,3.4,3.2,2.6,2.5,32.32,86.0,33.4,29.6,50.54
Anaheim Ducks,2006-02-04,2,2,0,0.0,100.0,24.0,35.0,55.6,San Jose Sharks,@,1.2,1.3,1.25,3.8,3.0,3.4,2.9,31.759999999999998,78.5,34.2,29.8,49.599999999999994
Anaheim Ducks,2006-02-06,1,5,5,0.0,60.0,40.0,30.0,51.3,Edmonton Oilers,@,1.6,1.4,1.3,3.6,3.0,2.2,2.6,25.1,82.5,34.6,31.6,53.220000000000006
Anaheim Ducks,2006-02-08,0,1,3,16.7,40.0,32.0,24.0,47.8,Calgary Flames,@,1.4,1.4,1.25,4.2,3.2,3.2,2.7,21.1,74.5,36.2,32.8,54.32000000000001
Anaheim Ducks,2006-02-10,2,3,1,25.0,100.0,30.0,28.0,59.3,Vancouver Canucks,@,1.0,1.2,1.25,3.2,3.0,3.4,2.7,14.439999999999998,67.5,36.0,31.2,51.81999999999999
Anaheim Ducks,2006-02-12,2,4,1,12.5,100.0,32.0,24.0,44.2,Chicago Blackhawks,vs,1.0,1.2,1.25,3.0,3.2,3.0,2.8,12.78,72.5,33.0,30.4,53.52
Anaheim Ducks,2006-03-01,0,0,2,0.0,87.5,24.0,33.0,43.3,Detroit Red Wings,vs,1.4,1.3,1.35,3.0,3.4,2.0,2.7,10.84,80.0,31.6,28.2,51.64
Anaheim Ducks,2006-03-03,2,4,2,20.0,100.0,32.0,38.0,54.7,Minnesota Wild,vs,1.0,1.3,1.25,2.6,3.1,2.4,2.3,10.84,77.5,31.6,27.8,49.17999999999999
Anaheim Ducks,2006-03-05,1,2,2,16.7,77.8,45.0,34.0,46.0,Columbus Blue Jackets,vs,1.2,1.3,1.25,2.4,3.3,1.8,2.5,14.84,85.5,30.0,29.4,49.86
Anaheim Ducks,2006-03-07,2,5,4,50.0,83.3,27.0,48.0,54.4,San Jose Sharks,vs,1.4,1.2,1.25,2.6,2.9,1.6,2.5,14.84,93.06,32.6,31.4,49.5
Anaheim Ducks,2006-03-11,2,5,3,10.0,87.5,36.0,17.0,51.6,Phoenix Coyotes,@,1.4,1.2,1.35,3.0,3.0,2.2,2.6,19.84,89.72,32.0,35.4,48.519999999999996
Anaheim Ducks,2006-03-12,2,5,2,12.5,100.0,45.0,22.0,51.5,Phoenix Coyotes,vs,1.4,1.4,1.35,3.2,3.1,2.6,2.3,19.34,87.22,32.8,34.0,50.0
Anaheim Ducks,2006-03-15,0,1,3,16.7,75.0,26.0,29.0,44.2,Detroit Red Wings,@,1.8,1.4,1.4,4.2,3.4,2.6,2.5,21.84,89.72,37.0,31.8,51.64
Anaheim Ducks,2006-03-17,2,2,1,0.0,100.0,30.0,23.0,54.1,Chicago Blackhawks,@,1.4,1.3,1.35,3.6,3.0,2.8,2.3,21.18,84.72,35.8,30.0,49.540000000000006
Anaheim Ducks,2006-03-19,2,4,3,16.7,88.9,29.0,28.0,51.4,Columbus Blue Jackets,@,1.6,1.5,1.35,3.6,3.1,2.6,2.1,17.84,89.16,32.8,27.8,51.16
Anaheim Ducks,2006-03-20,2,2,1,0.0,66.7,18.0,25.0,50.0,Dallas Stars,@,1.6,1.5,1.35,3.4,3.2,2.4,2.3,11.18,90.28,33.2,23.8,50.56
Anaheim Ducks,2006-03-22,2,5,4,60.0,66.7,36.0,29.0,47.2,Colorado Avalanche,vs,1.6,1.5,1.4,2.8,3.0,2.0,2.3,9.18,86.12,29.6,25.4,50.239999999999995
Anaheim Ducks,2006-03-24,2,6,3,50.0,83.3,30.0,39.0,38.4,Nashville Predators,vs,1.6,1.7,1.5,2.8,3.5,2.4,2.5,18.68,79.46000000000001,27.8,26.8,49.379999999999995
Anaheim Ducks,2006-03-25,2,5,2,75.0,100.0,27.0,34.0,50.8,Phoenix Coyotes,@,2.0,1.7,1.5,3.8,3.7,2.4,2.6,25.339999999999996,81.12,28.6,28.8,48.22
Anaheim Ducks,2006-03-28,0,3,4,0.0,100.0,31.0,35.0,55.6,Colorado Avalanche,@,2.0,1.8,1.5,4.4,4.0,2.6,2.6,40.339999999999996,81.12,28.0,31.0,47.56
Anaheim Ducks,2006-03-29,0,1,2,0.0,75.0,16.0,29.0,49.2,Dallas Stars,@,1.6,1.6,1.4,4.2,3.8,2.8,2.6,37.0,83.34,28.4,32.4,48.4
Anaheim Ducks,2006-03-31,2,4,4,0.0,50.0,36.0,31.0,50.0,Dallas Stars,vs,1.2,1.4,1.4,4.0,3.4,3.0,2.5,37.0,85.0,28.0,33.2,48.239999999999995
Anaheim Ducks,2006-04-02,2,6,2,40.0,80.0,30.0,29.0,56.4,Vancouver Canucks,vs,1.2,1.4,1.4,3.8,3.3,3.0,2.7,25.0,81.66,28.0,33.6,48.8
Anaheim Ducks,2006-04-04,2,6,2,75.0,100.0,41.0,18.0,48.4,Los Angeles Kings,vs,1.2,1.6,1.45,3.8,3.8,2.8,2.6,23.0,81.0,28.0,31.6,52.4
Anaheim Ducks,2006-04-06,0,3,5,14.3,71.4,35.0,28.0,49.2,Dallas Stars,vs,1.2,1.6,1.55,4.0,4.2,2.8,2.7,23.0,81.0,30.8,28.4,51.92
Anaheim Ducks,2006-04-08,2,4,2,33.3,88.9,23.0,27.0,56.9,Los Angeles Kings,@,1.2,1.4,1.45,4.0,4.1,3.0,2.9,25.860000000000003,75.28,31.6,27.0,50.64
Anaheim Ducks,2006-04-10,2,4,2,20.0,71.4,18.0,41.0,36.2,Vancouver Canucks,@,1.6,1.4,1.45,4.6,4.3,3.0,3.0,32.519999999999996,78.05999999999999,33.0,26.6,52.18000000000001
Anaheim Ducks,2006-04-11,0,0,3,0.0,50.0,32.0,25.0,44.6,Calgary Flames,@,1.6,1.4,1.55,4.6,4.2,2.6,2.8,36.519999999999996,82.34,29.4,28.6,49.42
Anaheim Ducks,2006-04-13,0,1,2,0.0,100.0,24.0,37.0,58.5,Edmonton Oilers,@,1.2,1.2,1.45,3.4,3.6,2.8,2.8,28.52,76.34,29.8,27.8,47.06
Anaheim Ducks,2006-04-15,0,3,6,14.3,57.1,34.0,22.0,58.7,San Jose Sharks,@,0.8,1.0,1.4,2.4,3.2,2.8,2.8,13.52,76.34,26.4,31.6,49.08
Anaheim Ducks,2006-04-17,2,4,3,23.1,87.5,34.0,32.0,44.8,Calgary Flames,vs,0.8,1.0,1.3,2.4,3.2,3.0,3.0,13.52,73.48,26.2,30.4,50.98
Anaheim Ducks,2006-10-06,2,4,3,20.0,85.7,32.0,44.0,48.0,Los Angeles Kings,vs,0.8,1.2,1.3,2.4,3.5,3.2,3.1,11.48,73.2,28.4,31.4,48.56
Anaheim Ducks,2006-10-07,2,2,1,40.0,83.3,25.0,35.0,42.9,Phoenix Coyotes,@,0.8,1.2,1.3,2.4,3.5,3.4,3.0,11.48,76.06,31.2,32.0,50.92
Anaheim Ducks,2006-10-09,2,2,0,33.3,100.0,34.0,34.0,56.9,St. Louis Blues,vs,1.2,1.2,1.4,2.8,3.1,3.0,2.9,19.48,82.72,29.8,34.0,50.58
Anaheim Ducks,2006-10-11,1,4,4,33.3,66.7,50.0,24.0,53.7,New York Islanders,vs,1.6,1.2,1.4,3.0,2.7,2.6,2.7,26.139999999999997,82.72,31.8,33.4,50.260000000000005
Anaheim Ducks,2006-10-15,1,3,3,0.0,80.0,39.0,35.0,50.7,Dallas Stars,vs,1.8,1.3,1.35,3.2,2.8,2.2,2.6,29.939999999999998,84.64,35.0,33.8,49.260000000000005
Anaheim Ducks,2006-10-18,2,4,1,30.0,100.0,31.0,22.0,50.0,Detroit Red Wings,vs,1.6,1.2,1.3,3.0,2.7,2.2,2.7,25.32,83.14000000000001,36.0,34.4,50.44
Anaheim Ducks,2006-10-20,2,2,1,0.0,100.0,29.0,28.0,40.8,Minnesota Wild,vs,1.6,1.2,1.3,3.0,2.7,1.8,2.6,27.32,86.0,35.8,30.0,50.839999999999996
Anaheim Ducks,2006-10-22,2,2,2,0.0,100.0,21.0,31.0,52.5,Los Angeles Kings,@,1.6,1.4,1.3,3.0,2.9,1.8,2.4,19.32,89.34,36.6,28.6,50.42
Anaheim Ducks,2006-10-25,2,6,2,0.0,80.0,20.0,31.0,51.9,Edmonton Oilers,vs,1.6,1.6,1.3,3.0,3.0,2.2,2.4,12.66,89.34,34.0,28.0,49.54
Anaheim Ducks,2006-10-27,1,2,2,0.0,100.0,34.0,33.0,52.2,Minnesota Wild,@,1.8,1.8,1.4,3.4,3.3,1.8,2.0,6.0,92.0,28.0,29.4,49.18
Anaheim Ducks,2006-10-28,2,3,0,14.3,100.0,22.0,14.0,55.0,Chicago Blackhawks,@,1.8,1.7,1.45,3.2,3.1,1.6,1.9,6.0,96.0,27.0,29.0,49.48
Anaheim Ducks,2006-10-30,2,5,5,66.7,77.8,33.0,24.0,47.9,St. Louis Blues,@,1.8,1.7,1.45,3.0,3.0,1.4,1.6,2.8600000000000003,96.0,25.2,27.4,50.48
Anaheim Ducks,2006-11-01,1,3,4,0.0,77.8,33.0,34.0,58.3,New York Rangers,vs,1.8,1.7,1.45,3.6,3.3,2.2,2.0,16.2,91.55999999999999,26.0,26.6,51.9
Anaheim Ducks,2006-11-03,2,6,2,42.9,100.0,35.0,27.0,48.0,Phoenix Coyotes,vs,1.6,1.6,1.4,3.8,3.4,2.6,2.4,16.2,87.11999999999999,28.4,27.2,53.06
Anaheim Ducks,2006-11-06,2,3,2,22.2,100.0,40.0,17.0,52.9,Pittsburgh Penguins,vs,1.6,1.7,1.5,3.8,3.6,2.6,2.2,24.78,91.11999999999999,31.4,26.4,52.279999999999994
Anaheim Ducks,2006-11-09,2,6,0,0.0,100.0,27.0,20.0,54.6,Vancouver Canucks,@,1.8,1.8,1.5,4.0,3.6,2.6,2.1,29.22,91.11999999999999,32.6,23.2,52.42
Anaheim Ducks,2006-11-10,0,0,3,0.0,100.0,37.0,18.0,59.1,Calgary Flames,@,1.8,1.8,1.5,4.6,3.8,2.6,2.0,26.359999999999996,91.11999999999999,33.6,24.4,52.339999999999996
Anaheim Ducks,2006-11-12,2,3,2,20.0,80.0,38.0,26.0,57.8,Minnesota Wild,vs,1.4,1.6,1.5,3.6,3.6,2.2,2.2,13.02,95.55999999999999,34.4,23.2,54.58
Anaheim Ducks,2006-11-15,0,4,7,33.3,40.0,41.0,16.0,56.1,Philadelphia Flyers,vs,1.6,1.6,1.6,3.6,3.7,1.8,2.2,17.02,96.0,35.4,21.6,54.48
Anaheim Ducks,2006-11-17,1,3,3,18.2,100.0,45.0,24.0,55.9,Chicago Blackhawks,vs,1.2,1.4,1.6,3.2,3.5,2.8,2.7,15.1,84.0,36.6,19.4,56.1
Anaheim Ducks,2006-11-19,2,6,4,40.0,25.0,30.0,28.0,49.1,Phoenix Coyotes,vs,1.0,1.4,1.55,3.2,3.6,3.0,2.8,14.299999999999997,84.0,37.6,20.8,56.7
Anaheim Ducks,2006-11-21,2,5,0,40.0,100.0,44.0,23.0,58.6,San Jose Sharks,vs,1.0,1.4,1.55,3.2,3.9,3.8,3.2,22.299999999999997,69.0,38.2,22.4,55.6
Anaheim Ducks,2006-11-22,1,2,2,25.0,100.0,32.0,43.0,54.9,Colorado Avalanche,@,1.4,1.4,1.55,4.2,3.9,3.2,2.7,30.3,69.0,39.6,23.4,55.5
Anaheim Ducks,2006-11-24,2,4,2,0.0,83.3,37.0,25.0,58.3,New Jersey Devils,vs,1.2,1.4,1.5,4.0,3.8,3.2,2.5,31.3,73.0,38.4,26.8,54.92
Anaheim Ducks,2006-11-26,2,5,3,33.3,75.0,39.0,22.0,62.3,Calgary Flames,vs,1.6,1.4,1.55,4.0,3.6,2.2,2.5,24.639999999999997,81.66,37.6,28.6,55.35999999999999
Anaheim Ducks,2006-11-28,2,3,2,33.3,100.0,26.0,22.0,50.0,Edmonton Oilers,@,1.8,1.4,1.6,4.4,3.8,2.2,2.6,27.659999999999997,76.66,36.4,28.2,56.64
Anaheim Ducks,2006-11-30,2,2,1,14.3,100.0,30.0,24.0,68.8,Vancouver Canucks,@,1.8,1.4,1.6,3.8,3.5,1.8,2.8,26.319999999999993,91.66,35.6,27.0,56.81999999999999
Anaheim Ducks,2006-12-02,2,4,3,33.3,71.4,29.0,41.0,57.6,Los Angeles Kings,@,1.8,1.6,1.6,3.2,3.7,2.0,2.6,21.179999999999996,91.66,32.8,27.2,58.85999999999999
Anaheim Ducks,2006-12-03,0,2,3,33.3,87.5,29.0,41.0,54.4,Los Angeles Kings,vs,2.0,1.6,1.6,3.6,3.8,2.2,2.7,22.839999999999996,85.94000000000001,32.2,26.8,59.4
Anaheim Ducks,2006-12-06,2,4,0,40.0,100.0,32.0,21.0,54.6,Nashville Predators,vs,1.6,1.6,1.5,3.2,3.6,2.4,2.3,29.499999999999993,86.78,30.6,30.0,58.620000000000005
Anaheim Ducks,2006-12-08,2,6,1,0.0,85.7,34.0,27.0,43.6,Washington Capitals,@,1.6,1.7,1.55,3.0,3.7,1.8,2.0,30.839999999999996,91.78,29.2,29.8,57.08
Anaheim Ducks,2006-12-09,2,4,3,50.0,100.0,25.0,27.0,54.7,Tampa Bay Lightning,@,1.6,1.7,1.55,3.6,3.7,1.6,1.7,24.179999999999996,88.92,30.8,30.8,55.8
Anaheim Ducks,2006-12-12,2,5,4,25.0,100.0,36.0,31.0,56.6,Florida Panthers,@,1.6,1.7,1.55,4.0,3.6,2.0,2.0,31.319999999999993,88.92,29.8,31.4,52.98
Anaheim Ducks,2006-12-13,2,2,1,20.0,85.7,32.0,35.0,38.9,Atlanta Thrashers,@,1.6,1.8,1.6,4.2,3.9,2.2,2.2,29.659999999999997,94.64000000000001,31.2,29.4,52.78000000000001
Anaheim Ducks,2006-12-16,0,3,4,28.6,66.7,35.0,29.0,51.8,San Jose Sharks,@,2.0,1.8,1.6,4.2,3.7,1.8,2.1,27.0,94.28,31.8,28.2,49.68
Anaheim Ducks,2006-12-18,2,4,1,33.3,100.0,41.0,28.0,51.9,Calgary Flames,vs,1.6,1.6,1.5,4.0,3.5,2.6,2.2,24.72,87.61999999999999,32.4,29.8,49.120000000000005
Anaheim Ducks,2006-12-20,2,4,1,25.0,100.0,27.0,27.0,52.8,Dallas Stars,vs,1.6,1.6,1.5,3.6,3.6,2.6,2.1,31.379999999999995,90.47999999999999,33.8,30.0,50.779999999999994
Anaheim Ducks,2006-12-23,0,0,2,0.0,100.0,29.0,32.0,52.0,Phoenix Coyotes,@,1.6,1.6,1.6,3.6,3.8,2.2,2.1,26.379999999999995,90.47999999999999,34.2,30.0,50.4
Anaheim Ducks,2006-12-26,2,4,3,0.0,83.3,30.0,21.0,40.8,San Jose Sharks,@,1.2,1.4,1.5,2.6,3.4,1.8,2.0,21.379999999999995,90.47999999999999,32.8,30.2,49.480000000000004
Anaheim Ducks,2006-12-29,0,2,4,16.7,50.0,27.0,27.0,45.5,Carolina Hurricanes,@,1.2,1.6,1.6,3.0,3.6,2.2,2.0,17.379999999999995,90.0,32.4,27.4,49.86
Anaheim Ducks,2006-12-31,0,3,4,28.6,70.0,30.0,29.0,48.5,Minnesota Wild,@,1.2,1.4,1.55,2.8,3.4,2.2,2.4,14.999999999999996,86.66,30.8,27.0,48.6
Anaheim Ducks,2007-01-02,0,1,2,20.0,80.0,22.0,30.0,42.9,Detroit Red Wings,@,0.8,1.2,1.45,2.6,3.1,2.8,2.7,14.059999999999997,80.66,28.6,27.2,47.92
Anaheim Ducks,2007-01-05,0,3,4,14.3,100.0,36.0,33.0,53.1,Columbus Blue Jackets,vs,0.4,1.0,1.35,2.0,2.8,3.0,2.6,13.059999999999997,76.66,27.6,27.8,45.94
Anaheim Ducks,2007-01-07,2,4,2,0.0,71.4,27.0,35.0,42.4,Detroit Red Wings,vs,0.4,0.8,1.3,2.6,2.6,3.4,2.6,15.919999999999998,76.66,29.0,28.0,46.16
Anaheim Ducks,2007-01-09,1,4,5,40.0,100.0,31.0,24.0,38.5,Nashville Predators,@,0.4,0.8,1.3,2.6,2.8,3.2,2.7,15.919999999999998,74.28,28.4,30.8,46.480000000000004
Anaheim Ducks,2007-01-11,2,5,1,42.9,100.0,24.0,18.0,52.1,Dallas Stars,@,0.6,0.9,1.25,3.0,2.9,3.4,2.8,20.579999999999995,84.28,29.2,30.2,45.08
Anaheim Ducks,2007-01-13,1,2,2,0.0,100.0,40.0,17.0,59.3,Colorado Avalanche,vs,1.0,0.9,1.25,3.4,3.0,2.8,2.8,23.439999999999998,90.28,28.0,28.0,45.8
Anaheim Ducks,2007-01-16,0,2,6,16.7,75.0,32.0,20.0,54.6,St. Louis Blues,vs,1.2,0.8,1.2,3.6,2.8,2.8,2.9,19.439999999999998,94.28,31.6,25.4,49.08
Anaheim Ducks,2007-01-18,0,1,4,0.0,100.0,24.0,20.0,51.0,Edmonton Oilers,@,1.2,0.8,1.1,3.4,3.0,3.2,3.3,19.919999999999995,89.28,30.8,22.8,49.38
Anaheim Ducks,2007-01-19,0,2,3,25.0,83.3,24.0,22.0,43.9,Calgary Flames,@,0.8,0.6,1.1,2.8,2.7,3.6,3.4,19.919999999999998,95.0,30.2,19.8,51.1
