team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
Calgary Flames,2009-03-18,2,2,1,0.0,100.0,31.0,19.0,66.1,Dallas Stars,vs,0.4,1.0,1.1,3.2,4.1,5.4,4.1,22.859999999999996,67.34,31.2,32.0,51.86
Calgary Flames,2009-03-20,0,2,3,25.0,100.0,35.0,28.0,52.8,St. Louis Blues,vs,0.8,1.0,1.2,3.4,3.9,4.4,4.1,22.859999999999996,75.92,33.0,29.0,53.8
Calgary Flames,2009-03-23,2,5,3,25.0,100.0,27.0,33.0,56.4,Detroit Red Wings,vs,0.8,0.8,1.2,3.4,3.7,4.0,4.3,27.859999999999996,78.42,34.2,30.6,55.44
Calgary Flames,2009-03-25,0,0,2,0.0,50.0,31.0,28.0,42.0,Pittsburgh Penguins,@,1.2,1.0,1.3,4.0,3.6,4.0,3.8,30.0,83.42,32.2,31.0,56.1
Calgary Flames,2009-03-26,0,0,5,0.0,60.0,33.0,36.0,35.3,Columbus Blue Jackets,@,0.8,0.8,1.2,3.0,3.0,3.4,3.7,24.999999999999996,82.0,31.8,27.6,53.64
Calgary Flames,2009-03-28,2,3,2,0.0,100.0,40.0,15.0,49.1,Minnesota Wild,vs,0.8,0.6,1.15,1.8,2.5,2.8,4.1,9.999999999999996,82.0,31.4,28.8,50.519999999999996
Calgary Flames,2009-03-30,0,1,2,0.0,50.0,29.0,17.0,42.6,San Jose Sharks,vs,0.8,0.8,1.15,2.0,2.7,3.0,3.7,9.999999999999996,82.0,33.2,28.0,47.120000000000005
Calgary Flames,2009-04-02,2,2,1,0.0,100.0,24.0,30.0,44.7,Dallas Stars,@,0.8,0.8,1.05,1.8,2.6,2.8,3.4,4.999999999999997,72.0,32.0,25.8,45.08
Calgary Flames,2009-04-03,0,0,4,0.0,75.0,27.0,28.0,58.6,Minnesota Wild,@,0.8,1.0,1.1,1.2,2.6,2.4,3.2,0.0,72.0,31.4,25.2,42.739999999999995
Calgary Flames,2009-04-06,2,4,1,0.0,100.0,38.0,24.0,58.2,Los Angeles Kings,vs,0.8,0.8,1.0,1.2,2.1,2.8,3.1,0.0,77.0,30.6,25.2,46.06
Calgary Flames,2009-04-07,0,1,4,0.0,80.0,47.0,25.0,37.5,Vancouver Canucks,@,1.2,1.0,1.0,2.0,1.9,2.0,2.4,0.0,85.0,31.6,22.8,50.64
Calgary Flames,2009-04-10,0,1,5,0.0,75.0,32.0,36.0,51.9,Edmonton Oilers,@,0.8,0.8,0.9,1.6,1.8,2.4,2.7,0.0,81.0,33.0,24.8,48.32000000000001
Calgary Flames,2009-04-11,2,4,1,0.0,100.0,45.0,36.0,65.5,Edmonton Oilers,vs,0.8,0.8,0.8,1.6,1.7,3.0,2.9,0.0,86.0,33.6,28.6,50.18
Calgary Flames,2009-10-01,2,5,3,66.7,50.0,23.0,42.0,47.4,Vancouver Canucks,vs,0.8,0.8,0.9,2.0,1.6,3.0,2.7,0.0,86.0,37.8,29.8,54.34000000000001
Calgary Flames,2009-10-03,2,4,3,66.7,100.0,21.0,34.0,45.3,Edmonton Oilers,@,1.2,1.0,0.9,3.0,2.1,2.8,2.8,13.339999999999998,81.0,37.0,32.6,52.1
Calgary Flames,2009-10-06,2,4,3,100.0,80.0,28.0,30.0,43.8,Montréal Canadiens,vs,1.2,1.2,0.9,3.0,2.5,3.2,2.6,26.679999999999996,81.0,33.6,34.6,49.519999999999996
Calgary Flames,2009-10-08,2,3,3,0.0,75.0,28.0,28.0,47.3,Edmonton Oilers,@,1.6,1.2,1.0,3.6,2.6,3.0,2.7,46.67999999999999,81.0,29.8,35.6,50.78
Calgary Flames,2009-10-09,0,2,5,50.0,100.0,23.0,30.0,48.1,Dallas Stars,vs,2.0,1.4,1.1,4.0,2.8,2.6,2.8,46.67999999999999,81.0,29.0,34.0,49.86
Calgary Flames,2009-10-12,1,5,6,0.0,100.0,20.0,39.0,35.9,Chicago Blackhawks,@,1.6,1.2,1.1,3.6,2.8,3.4,3.2,56.67999999999999,81.0,24.6,32.8,46.379999999999995
Calgary Flames,2009-10-13,0,1,2,0.0,75.0,23.0,33.0,54.1,Columbus Blue Jackets,@,1.4,1.3,1.05,3.6,3.3,4.0,3.4,43.339999999999996,91.0,24.0,32.2,44.08
Calgary Flames,2009-10-16,2,5,3,16.7,60.0,24.0,29.0,52.9,Vancouver Canucks,vs,1.0,1.1,1.05,3.0,3.0,3.8,3.5,30.0,86.0,24.4,32.0,45.839999999999996
Calgary Flames,2009-10-20,2,6,3,0.0,71.4,22.0,30.0,44.6,Columbus Blue Jackets,vs,1.0,1.3,1.05,3.2,3.4,3.8,3.4,13.339999999999998,82.0,23.6,31.8,47.66
Calgary Flames,2009-10-24,2,5,2,66.7,75.0,38.0,25.0,55.6,Edmonton Oilers,vs,1.0,1.5,1.15,3.8,3.9,3.8,3.2,13.339999999999998,81.28,22.4,32.2,47.120000000000005
Calgary Flames,2009-10-28,0,2,3,0.0,100.0,32.0,14.0,51.8,Colorado Avalanche,vs,1.4,1.5,1.15,4.4,4.0,3.2,3.3,16.68,76.28,25.4,31.2,48.62
Calgary Flames,2009-10-31,0,1,3,0.0,100.0,21.0,30.0,49.1,Detroit Red Wings,vs,1.2,1.3,1.15,3.8,3.7,2.6,3.3,16.68,76.28,27.8,26.2,51.8
Calgary Flames,2009-11-04,2,3,2,25.0,100.0,23.0,40.0,49.0,Dallas Stars,@,1.2,1.1,1.15,3.8,3.4,2.8,3.3,16.68,81.28,27.4,25.6,50.8
Calgary Flames,2009-11-05,2,2,1,0.0,80.0,31.0,31.0,44.4,St. Louis Blues,@,1.2,1.1,1.15,3.4,3.3,2.6,3.2,18.339999999999996,89.28,27.2,27.8,50.02
Calgary Flames,2009-11-07,2,3,1,33.3,100.0,22.0,33.0,62.8,New York Rangers,vs,1.2,1.1,1.25,2.6,3.2,2.2,3.0,18.339999999999996,91.0,29.0,28.0,49.98
Calgary Flames,2009-11-10,2,1,0,0.0,100.0,31.0,25.0,50.9,Montréal Canadiens,@,1.2,1.3,1.25,2.2,3.3,2.0,2.6,11.659999999999997,96.0,25.8,29.6,51.419999999999995
Calgary Flames,2009-11-13,1,1,1,0.0,75.0,26.0,33.0,38.7,Buffalo Sabres,@,1.6,1.4,1.35,2.0,2.9,1.4,2.0,11.659999999999997,96.0,25.6,31.8,51.239999999999995
Calgary Flames,2009-11-14,2,5,2,50.0,60.0,22.0,40.0,44.4,Toronto Maple Leafs,@,1.8,1.5,1.3,2.0,2.9,1.0,1.9,11.659999999999997,91.0,26.6,32.4,49.16
Calgary Flames,2009-11-17,0,2,3,0.0,75.0,36.0,24.0,37.3,Colorado Avalanche,vs,1.8,1.5,1.4,2.4,2.9,1.0,1.8,16.659999999999997,83.0,26.4,32.4,48.24
Calgary Flames,2009-11-19,0,1,7,20.0,20.0,28.0,26.0,47.3,Chicago Blackhawks,vs,1.4,1.3,1.4,2.4,2.5,1.4,1.8,16.659999999999997,82.0,27.4,31.0,46.82
Calgary Flames,2009-11-21,2,5,2,28.6,100.0,32.0,25.0,45.9,Los Angeles Kings,@,1.0,1.1,1.3,2.0,2.1,2.6,2.3,13.999999999999996,66.0,28.6,29.6,43.72
Calgary Flames,2009-11-23,1,2,2,0.0,100.0,43.0,31.0,35.4,Anaheim Ducks,@,1.0,1.3,1.3,2.8,2.4,3.0,2.2,19.72,66.0,28.8,29.6,42.71999999999999
Calgary Flames,2009-11-25,2,2,1,0.0,66.7,26.0,28.0,43.1,Phoenix Coyotes,vs,1.0,1.4,1.25,3.0,2.5,3.2,2.1,19.72,71.0,32.2,29.2,42.059999999999995
Calgary Flames,2009-11-27,2,3,0,0.0,100.0,17.0,40.0,44.1,Detroit Red Wings,@,1.0,1.4,1.25,2.4,2.4,3.0,2.0,9.719999999999997,72.34,33.0,26.8,41.8
Calgary Flames,2009-11-28,2,3,3,33.3,50.0,32.0,32.0,43.6,Columbus Blue Jackets,@,1.4,1.4,1.25,2.6,2.5,2.4,1.9,9.719999999999997,77.34,29.2,30.0,43.160000000000004
Calgary Flames,2009-11-30,2,5,0,100.0,100.0,30.0,22.0,41.5,Nashville Predators,@,1.8,1.4,1.35,3.0,2.5,1.6,2.1,12.379999999999997,83.34,30.0,31.2,42.42
Calgary Flames,2009-12-03,0,1,2,0.0,100.0,29.0,31.0,36.5,Phoenix Coyotes,@,1.8,1.4,1.4,3.0,2.9,1.2,2.1,26.659999999999997,83.34,29.6,30.6,41.54
Calgary Flames,2009-12-05,2,2,1,0.0,100.0,36.0,36.0,41.0,San Jose Sharks,@,1.6,1.3,1.4,2.8,2.9,1.2,2.2,26.659999999999997,83.34,26.8,30.6,41.760000000000005
Calgary Flames,2009-12-07,0,1,2,0.0,66.7,27.0,16.0,40.5,Los Angeles Kings,@,1.6,1.3,1.4,2.8,2.6,1.2,2.1,26.659999999999997,90.0,28.8,32.2,41.339999999999996
Calgary Flames,2009-12-09,2,3,1,0.0,100.0,32.0,25.0,49.0,Atlanta Thrashers,vs,1.2,1.3,1.3,2.4,2.5,1.6,2.0,26.659999999999997,83.34,30.8,27.4,40.62
Calgary Flames,2009-12-11,1,1,2,0.0,100.0,23.0,46.0,43.6,Minnesota Wild,vs,1.2,1.5,1.3,2.4,2.7,1.2,1.4,19.999999999999996,93.34,30.8,26.0,41.7
Calgary Flames,2009-12-13,0,2,3,20.0,83.3,21.0,35.0,49.1,Colorado Avalanche,@,1.0,1.4,1.35,1.6,2.3,1.6,1.4,0.0,93.34,29.4,30.8,42.12
Calgary Flames,2009-12-15,0,3,4,25.0,80.0,23.0,34.0,44.1,St. Louis Blues,@,1.0,1.3,1.35,1.8,2.3,1.8,1.5,3.9999999999999973,90.0,27.8,31.6,44.64
Calgary Flames,2009-12-17,2,2,1,20.0,100.0,24.0,35.0,47.3,Los Angeles Kings,vs,0.6,1.1,1.25,2.0,2.4,2.4,1.8,8.999999999999996,86.0,25.2,31.2,45.260000000000005
Calgary Flames,2009-12-19,0,3,5,50.0,100.0,32.0,20.0,52.6,Nashville Predators,vs,1.0,1.1,1.25,2.2,2.3,2.2,1.9,12.999999999999996,92.66,24.6,35.0,46.62
Calgary Flames,2009-12-23,1,1,1,0.0,100.0,24.0,27.0,52.8,St. Louis Blues,vs,0.6,0.9,1.15,2.2,2.3,3.0,2.1,22.999999999999996,92.66,24.6,34.0,47.339999999999996
Calgary Flames,2009-12-27,0,1,5,0.0,85.7,30.0,29.0,56.9,Vancouver Canucks,vs,0.6,0.8,1.1,2.2,1.9,2.8,2.2,22.999999999999996,92.66,24.8,30.2,49.18
Calgary Flames,2009-12-28,2,4,1,20.0,100.0,23.0,35.0,41.8,Edmonton Oilers,@,0.6,0.8,1.05,2.0,1.9,3.2,2.5,18.999999999999996,93.14000000000001,26.6,29.0,50.74
Calgary Flames,2009-12-30,2,2,1,0.0,100.0,21.0,24.0,53.2,Los Angeles Kings,vs,1.0,0.8,1.05,2.2,2.1,2.6,2.5,17.999999999999996,97.14000000000001,26.6,29.2,50.279999999999994
Calgary Flames,2009-12-31,2,2,1,50.0,100.0,39.0,22.0,60.8,Edmonton Oilers,vs,1.0,1.0,1.15,2.2,2.2,2.6,2.4,13.999999999999996,97.14000000000001,26.0,27.0,51.46
Calgary Flames,2010-01-02,2,3,1,33.3,100.0,35.0,25.0,50.0,Toronto Maple Leafs,vs,1.4,1.0,1.25,2.0,2.1,1.8,2.4,13.999999999999996,97.14000000000001,27.4,27.4,53.1
Calgary Flames,2010-01-05,2,3,1,0.0,66.7,34.0,28.0,39.3,Nashville Predators,@,1.6,1.1,1.25,2.4,2.3,1.8,2.3,20.659999999999997,97.14000000000001,29.6,27.0,52.54
Calgary Flames,2010-01-06,0,1,4,0.0,80.0,26.0,35.0,41.7,Minnesota Wild,@,2.0,1.3,1.3,2.8,2.4,1.0,2.1,20.659999999999997,93.34,30.4,26.8,49.019999999999996
Calgary Flames,2010-01-08,0,2,3,0.0,100.0,22.0,22.0,52.8,Columbus Blue Jackets,vs,1.6,1.3,1.2,2.2,2.2,1.6,2.1,16.659999999999997,89.34,31.0,26.8,49.0
Calgary Flames,2010-01-09,2,2,2,0.0,100.0,40.0,21.0,40.3,Vancouver Canucks,@,1.2,1.1,1.1,2.2,2.2,2.0,2.3,16.659999999999997,89.34,31.2,26.4,48.92
Calgary Flames,2010-01-11,1,2,2,0.0,75.0,46.0,21.0,55.0,Colorado Avalanche,vs,1.2,1.3,1.1,2.2,2.1,2.2,2.0,6.659999999999997,89.34,31.4,26.2,44.82
Calgary Flames,2010-01-13,0,1,3,20.0,80.0,38.0,27.0,52.6,Pittsburgh Penguins,vs,1.0,1.3,1.05,2.0,2.2,2.4,2.1,0.0,84.34,33.6,25.4,45.82
Calgary Flames,2010-01-15,0,0,1,0.0,100.0,22.0,21.0,57.6,Nashville Predators,vs,0.6,1.3,1.05,1.6,2.2,2.8,1.9,3.9999999999999973,87.0,34.4,25.2,48.48
Calgary Flames,2010-01-17,0,4,5,0.0,66.7,37.0,26.0,49.1,Anaheim Ducks,@,0.6,1.1,0.95,1.4,1.8,2.2,1.9,3.9999999999999973,91.0,33.6,22.4,51.660000000000004
Calgary Flames,2010-01-18,0,1,9,0.0,60.0,22.0,46.0,44.3,San Jose Sharks,@,0.6,0.9,0.95,1.8,2.0,2.6,2.3,3.9999999999999973,84.34,36.6,23.2,50.92
Calgary Flames,2010-01-21,0,1,3,50.0,50.0,20.0,28.0,44.2,Chicago Blackhawks,vs,0.2,0.7,0.85,1.6,1.9,4.0,3.1,3.9999999999999973,76.34,33.0,28.2,51.720000000000006
Calgary Flames,2010-01-25,0,0,2,0.0,100.0,34.0,29.0,49.2,St. Louis Blues,vs,0.0,0.5,0.8,1.4,1.7,4.2,3.3,13.999999999999996,71.34,27.8,29.6,49.56
Calgary Flames,2010-01-27,1,3,3,50.0,80.0,26.0,36.0,50.8,Dallas Stars,@,0.0,0.3,0.8,1.2,1.4,4.0,3.4,9.999999999999996,75.34,27.0,30.0,48.879999999999995
Calgary Flames,2010-01-28,1,2,2,0.0,80.0,26.0,31.0,46.2,Phoenix Coyotes,@,0.2,0.4,0.85,1.8,1.6,4.4,3.3,19.999999999999996,71.34,27.8,33.0,47.519999999999996
Calgary Flames,2010-01-30,2,6,1,33.3,80.0,30.0,28.0,51.9,Edmonton Oilers,vs,0.4,0.5,0.8,1.4,1.6,3.8,3.2,19.999999999999996,74.0,25.6,34.0,46.94
Calgary Flames,2010-02-01,0,0,3,0.0,75.0,18.0,27.0,51.0,Philadelphia Flyers,vs,0.8,0.5,0.9,2.4,2.0,2.2,3.1,26.659999999999997,78.0,27.2,30.4,48.459999999999994
Calgary Flames,2010-02-03,2,4,1,0.0,88.9,39.0,28.0,50.0,Carolina Hurricanes,vs,0.8,0.4,0.85,2.2,1.8,2.2,3.2,16.659999999999997,83.0,26.8,30.2,49.82
Calgary Flames,2010-02-05,2,2,1,66.7,75.0,40.0,13.0,60.9,Florida Panthers,@,1.2,0.6,0.95,3.0,2.1,2.0,3.0,16.659999999999997,80.78,27.8,30.0,49.98
Calgary Flames,2010-02-06,1,1,2,25.0,100.0,26.0,23.0,45.8,Tampa Bay Lightning,@,1.4,0.8,0.95,2.8,2.3,1.6,3.0,19.999999999999996,79.78,30.6,25.4,52.0
Calgary Flames,2010-02-09,0,2,3,0.0,66.7,29.0,31.0,52.5,Ottawa Senators,@,1.4,0.9,0.9,2.6,2.0,1.6,2.7,24.999999999999996,83.78,30.6,23.8,51.92
Calgary Flames,2010-02-11,0,1,3,16.7,80.0,34.0,23.0,57.7,Dallas Stars,vs,1.0,0.9,0.8,1.8,2.1,2.0,2.1,18.339999999999996,81.12,30.4,24.4,52.04
Calgary Flames,2010-02-13,2,3,1,0.0,100.0,38.0,27.0,45.2,Anaheim Ducks,vs,1.0,0.9,0.7,2.0,2.1,2.0,2.1,21.68,82.12,33.6,23.6,53.379999999999995
Calgary Flames,2010-03-03,0,0,4,0.0,80.0,29.0,21.0,35.1,Minnesota Wild,vs,1.0,1.1,0.7,1.8,2.4,2.0,2.0,21.68,84.34,33.4,23.4,52.42
Calgary Flames,2010-03-05,2,5,3,0.0,75.0,25.0,25.0,53.5,New Jersey Devils,vs,0.6,1.0,0.7,1.4,2.1,2.6,2.1,8.339999999999998,85.34,31.2,25.0,47.260000000000005
Calgary Flames,2010-03-07,2,5,2,40.0,75.0,24.0,29.0,40.0,Minnesota Wild,@,0.8,1.1,0.8,2.2,2.4,2.8,2.2,3.339999999999997,80.34,31.0,25.4,48.8
Calgary Flames,2010-03-09,2,4,2,0.0,80.0,32.0,30.0,46.2,Detroit Red Wings,@,1.2,1.1,0.8,2.8,2.3,2.6,2.3,11.339999999999998,82.0,30.0,25.0,46.3
Calgary Flames,2010-03-11,2,2,0,0.0,100.0,25.0,33.0,40.0,Ottawa Senators,vs,1.6,1.3,0.85,3.4,2.7,2.4,2.2,7.999999999999997,82.0,29.6,26.4,44.0
Calgary Flames,2010-03-14,0,1,3,0.0,83.3,33.0,28.0,40.7,Vancouver Canucks,@,1.6,1.3,0.95,3.2,2.5,2.2,2.1,7.999999999999997,82.0,27.0,27.6,42.96
Calgary Flames,2010-03-15,0,1,2,0.0,0.0,23.0,28.0,63.0,Detroit Red Wings,vs,1.6,1.1,0.95,3.4,2.4,2.0,2.3,7.999999999999997,82.66,27.8,29.0,44.08
Calgary Flames,2010-03-17,2,3,2,25.0,100.0,34.0,34.0,44.8,Colorado Avalanche,@,1.2,1.0,0.95,2.6,2.4,1.8,2.3,7.999999999999997,67.66,27.4,29.6,45.980000000000004
Calgary Flames,2010-03-19,2,4,3,0.0,100.0,24.0,28.0,42.1,San Jose Sharks,vs,1.2,1.2,1.05,2.2,2.5,1.8,2.2,4.999999999999997,72.66,29.4,30.6,46.94
Calgary Flames,2010-03-21,0,3,4,100.0,50.0,32.0,21.0,56.1,Minnesota Wild,@,1.2,1.4,1.15,2.2,2.8,2.0,2.2,4.999999999999997,76.66,27.8,30.2,46.120000000000005
Calgary Flames,2010-03-23,2,3,1,50.0,80.0,28.0,23.0,60.5,Anaheim Ducks,vs,0.8,1.2,1.15,2.4,2.8,2.8,2.5,24.999999999999996,66.66,29.2,27.8,49.34
Calgary Flames,2010-03-25,0,2,3,0.0,100.0,23.0,22.0,66.0,New York Islanders,@,1.2,1.4,1.2,2.8,3.1,2.4,2.2,35.0,66.0,28.2,26.8,53.3
Calgary Flames,2010-03-27,0,0,5,0.0,25.0,31.0,35.0,41.8,Boston Bruins,@,1.2,1.2,1.15,3.0,2.8,2.6,2.2,35.0,86.0,28.2,25.6,53.9
Calgary Flames,2010-03-28,2,5,3,50.0,60.0,22.0,34.0,50.0,Washington Capitals,@,0.8,1.0,1.05,2.4,2.3,3.2,2.5,30.0,71.0,27.6,25.8,53.3
Calgary Flames,2010-03-31,2,2,1,25.0,100.0,31.0,30.0,51.0,Phoenix Coyotes,vs,0.8,1.0,1.15,2.6,2.4,3.2,2.6,40.0,63.0,27.2,27.0,54.879999999999995
Calgary Flames,2010-04-02,2,2,1,0.0,100.0,27.0,36.0,66.0,Colorado Avalanche,@,1.2,1.0,1.15,2.4,2.4,2.6,2.7,24.999999999999996,73.0,27.0,28.8,53.86
Calgary Flames,2010-04-04,0,1,4,0.0,100.0,26.0,31.0,47.5,Chicago Blackhawks,@,1.2,1.2,1.15,2.2,2.5,2.6,2.5,14.999999999999996,77.0,26.8,31.4,54.96
Calgary Flames,2010-04-06,0,1,2,25.0,50.0,39.0,26.0,51.8,San Jose Sharks,vs,1.2,1.2,1.1,2.0,2.5,2.8,2.7,14.999999999999996,77.0,27.4,33.2,51.260000000000005
Calgary Flames,2010-04-08,1,1,1,0.0,80.0,33.0,24.0,48.1,Minnesota Wild,vs,1.2,1.0,1.1,2.2,2.3,2.2,2.7,19.999999999999996,82.0,29.0,31.4,53.25999999999999
Calgary Flames,2010-04-10,0,3,7,0.0,100.0,41.0,29.0,48.1,Vancouver Canucks,@,1.0,0.9,1.15,1.4,2.0,1.8,2.5,9.999999999999996,86.0,31.2,29.4,52.879999999999995
Calgary Flames,2010-10-07,0,0,4,0.0,66.7,37.0,33.0,48.3,Edmonton Oilers,@,0.6,0.9,1.05,1.6,2.0,3.0,2.8,4.999999999999997,86.0,33.2,29.2,52.3
Calgary Flames,2010-10-10,2,3,1,20.0,100.0,32.0,22.0,43.1,Los Angeles Kings,vs,0.2,0.7,1.05,1.2,1.7,3.6,3.1,4.999999999999997,79.34,35.2,28.6,48.76
Calgary Flames,2010-10-14,0,0,3,0.0,100.0,27.0,18.0,42.9,Florida Panthers,vs,0.6,0.9,1.05,1.6,1.8,3.0,2.9,8.999999999999996,79.34,36.4,26.8,47.88
Calgary Flames,2010-10-16,2,5,3,25.0,100.0,46.0,30.0,71.4,Edmonton Oilers,vs,0.6,0.9,0.95,1.4,1.8,3.2,2.7,3.9999999999999973,89.34,34.0,25.2,46.1
Calgary Flames,2010-10-19,2,1,0,0.0,100.0,35.0,34.0,46.8,Nashville Predators,@,0.8,0.9,0.95,2.2,1.8,3.6,2.7,8.999999999999996,93.34,36.6,26.4,50.760000000000005
Calgary Flames,2010-10-21,0,2,4,0.0,80.0,36.0,30.0,35.0,Detroit Red Wings,@,1.2,0.9,0.95,1.8,1.7,2.2,2.6,8.999999999999996,93.34,35.4,27.4,50.5
Calgary Flames,2010-10-22,2,6,2,0.0,100.0,23.0,22.0,39.1,Columbus Blue Jackets,@,1.2,0.7,0.95,2.2,1.7,2.2,2.9,8.999999999999996,96.0,35.2,26.8,47.839999999999996
Calgary Flames,2010-10-24,2,4,0,16.7,100.0,30.0,27.0,43.9,San Jose Sharks,vs,1.2,0.9,1.05,2.8,2.2,2.4,2.7,4.999999999999997,96.0,33.4,26.8,47.040000000000006
Calgary Flames,2010-10-26,2,4,4,40.0,66.7,39.0,32.0,56.1,Edmonton Oilers,vs,1.6,1.1,1.05,3.6,2.5,1.8,2.5,8.339999999999998,96.0,34.0,28.6,47.239999999999995
Calgary Flames,2010-10-28,0,5,6,33.3,83.3,19.0,36.0,46.4,Colorado Avalanche,vs,1.6,1.2,1.05,3.4,2.8,2.0,2.8,11.339999999999998,89.34,32.6,29.0,44.18
Calgary Flames,2010-10-30,0,2,7,0.0,25.0,29.0,28.0,55.6,Washington Capitals,vs,1.2,1.2,1.05,4.2,3.0,3.2,2.7,17.999999999999996,86.0,29.4,29.4,44.1
Calgary Flames,2010-11-03,0,1,2,14.3,100.0,17.0,33.0,56.3,Detroit Red Wings,vs,1.2,1.2,0.95,4.2,3.2,3.8,3.0,17.999999999999996,75.0,28.0,29.0,48.220000000000006
Calgary Flames,2010-11-05,0,1,2,25.0,100.0,34.0,23.0,57.4,Minnesota Wild,@,0.8,1.0,0.95,3.2,3.0,3.8,3.1,20.859999999999996,75.0,26.8,31.2,51.660000000000004
Calgary Flames,2010-11-09,2,4,2,25.0,66.7,25.0,31.0,54.6,Colorado Avalanche,@,0.4,1.0,0.95,2.6,3.1,4.2,3.0,22.519999999999996,75.0,27.6,30.4,54.36
Calgary Flames,2010-11-12,0,4,5,25.0,80.0,35.0,26.0,41.3,Phoenix Coyotes,@,0.4,1.0,0.95,2.6,3.0,3.8,2.9,19.519999999999996,75.0,24.8,30.2,54.06
Calgary Flames,2010-11-13,0,3,4,14.3,80.0,31.0,35.0,51.4,San Jose Sharks,@,0.4,0.8,0.85,2.4,3.3,3.6,3.4,17.859999999999996,74.34,28.0,28.2,53.04
Calgary Flames,2010-11-17,0,1,3,0.0,85.7,40.0,31.0,41.3,Phoenix Coyotes,vs,0.4,0.8,0.75,2.6,3.4,3.0,3.4,20.72,85.34,28.4,29.6,52.2
Calgary Flames,2010-11-19,2,7,2,40.0,100.0,36.0,33.0,42.7,Chicago Blackhawks,vs,0.4,0.6,0.75,2.6,2.9,3.2,3.5,17.859999999999996,82.48,33.0,29.2,49.2
Calgary Flames,2010-11-21,1,4,5,33.3,57.1,27.0,38.0,37.9,Detroit Red Wings,@,0.8,0.6,0.85,3.8,3.2,3.2,3.7,20.859999999999996,82.48,33.4,31.2,46.260000000000005
Calgary Flames,2010-11-22,0,1,2,0.0,50.0,32.0,24.0,45.5,New York Rangers,@,0.6,0.5,0.85,3.8,3.2,3.8,3.8,22.52,80.56,33.8,32.6,42.92
Calgary Flames,2010-11-24,1,1,1,0.0,100.0,26.0,21.0,47.7,New Jersey Devils,@,0.6,0.5,0.85,3.2,2.8,3.2,3.4,17.52,74.55999999999999,33.2,32.2,43.76
Calgary Flames,2010-11-26,2,2,2,0.0,100.0,30.0,36.0,48.6,Philadelphia Flyers,@,0.8,0.6,0.9,2.8,2.7,2.6,2.8,14.659999999999997,78.55999999999999,32.2,29.4,43.019999999999996
Calgary Flames,2010-11-27,0,1,4,0.0,66.7,31.0,43.0,54.6,Pittsburgh Penguins,@,1.2,0.8,0.9,3.0,2.8,2.4,2.8,14.659999999999997,81.42,30.2,30.4,44.480000000000004
Calgary Flames,2010-11-29,2,3,0,33.3,100.0,31.0,32.0,57.9,Minnesota Wild,vs,0.8,0.8,0.9,1.8,2.8,2.8,3.0,6.659999999999997,74.76,29.2,32.4,46.86
Calgary Flames,2010-12-01,0,2,7,0.0,62.5,20.0,36.0,47.4,Vancouver Canucks,vs,1.0,0.8,0.9,1.6,2.7,1.8,2.8,6.659999999999997,83.34,30.0,31.2,50.86
Calgary Flames,2010-12-03,2,2,2,0.0,100.0,32.0,22.0,53.6,Minnesota Wild,@,1.0,0.8,0.8,1.8,2.5,2.8,3.0,6.659999999999997,85.84,27.6,33.6,51.239999999999995
Calgary Flames,2010-12-05,0,2,4,25.0,55.6,26.0,32.0,38.4,Chicago Blackhawks,@,1.2,1.0,0.9,2.0,2.4,3.0,2.8,6.659999999999997,85.84,28.8,33.8,52.42
Calgary Flames,2010-12-07,2,4,2,25.0,100.0,19.0,24.0,40.7,Tampa Bay Lightning,vs,0.8,1.0,0.8,2.0,2.5,3.4,2.9,11.659999999999997,76.96000000000001,28.0,33.0,50.38
Calgary Flames,2010-12-09,0,1,2,33.3,83.3,27.0,32.0,42.9,Los Angeles Kings,@,1.2,1.0,0.8,2.6,2.2,3.0,2.9,16.659999999999997,83.62,25.6,29.2,47.6
Calgary Flames,2010-12-10,1,2,2,16.7,100.0,39.0,25.0,42.9,Anaheim Ducks,@,0.8,0.9,0.7,2.2,1.9,3.4,2.6,16.659999999999997,80.28,24.8,29.2,44.6
Calgary Flames,2010-12-13,2,3,2,0.0,0.0,25.0,24.0,48.9,Columbus Blue Jackets,vs,1.0,1.0,0.75,2.2,2.0,2.4,2.6,19.999999999999996,87.78,28.6,27.0,43.7
Calgary Flames,2010-12-16,2,5,2,66.7,100.0,33.0,19.0,59.0,Toronto Maple Leafs,vs,1.0,1.1,0.85,2.4,2.2,2.4,2.7,19.999999999999996,67.78,27.2,27.4,42.760000000000005
Calgary Flames,2010-12-18,0,1,3,0.0,50.0,29.0,16.0,54.0,Minnesota Wild,vs,1.4,1.1,0.95,3.0,2.5,2.0,2.7,28.339999999999996,76.66,28.6,24.8,46.879999999999995
Calgary Flames,2010-12-20,0,1,4,0.0,33.3,35.0,23.0,51.1,Minnesota Wild,@,1.0,1.1,0.95,2.4,2.5,2.2,2.6,23.339999999999996,66.66,30.6,23.2,49.54
Calgary Flames,2010-12-21,0,1,3,25.0,100.0,30.0,37.0,51.5,Columbus Blue Jackets,@,1.0,0.9,0.85,2.4,2.3,2.6,3.0,16.68,56.660000000000004,32.2,21.4,51.18
