team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
Calgary Flames,2005-10-05,0,3,6,12.5,33.3,31.0,28.0,57.6,Minnesota Wild,@,,,,,,,,,,,,
Calgary Flames,2005-10-07,2,3,1,0.0,80.0,38.0,20.0,50.0,Columbus Blue Jackets,@,,,,,,,,,,,,
Calgary Flames,2005-10-09,0,3,6,0.0,44.4,24.0,40.0,47.1,Detroit Red Wings,@,,,,,,,,,,,,
Calgary Flames,2005-10-10,0,3,7,14.3,62.5,33.0,41.0,45.2,Colorado Avalanche,@,,,,,,,,,,,,
Calgary Flames,2005-10-13,1,2,3,0.0,66.7,20.0,22.0,52.0,Dallas Stars,vs,,,,,,,,,,,,
Calgary Flames,2005-10-15,2,3,0,14.3,100.0,28.0,33.0,37.5,Edmonton Oilers,vs,0.6,,,2.8,,4.6,,5.36,57.379999999999995,29.2,30.2,50.38
Calgary Flames,2005-10-17,0,0,2,0.0,80.0,25.0,21.0,59.6,Phoenix Coyotes,vs,1.0,,,2.8,,3.4,,5.720000000000001,70.72,28.6,31.2,46.36
Calgary Flames,2005-10-20,2,3,1,20.0,100.0,22.0,29.0,41.5,Edmonton Oilers,vs,0.6,,,2.2,,3.6,,5.720000000000001,70.72,26.0,31.4,48.28
Calgary Flames,2005-10-22,0,1,2,11.1,100.0,30.0,23.0,55.9,Dallas Stars,@,1.0,,,2.2,,2.6,,9.72,81.84,25.6,29.2,47.160000000000004
Calgary Flames,2005-10-23,2,3,2,20.0,90.0,31.0,20.0,50.9,Los Angeles Kings,@,1.0,,,1.8,,1.6,,9.08,89.34,25.0,25.6,49.3
Calgary Flames,2005-10-26,0,1,4,14.3,50.0,26.0,31.0,44.3,Anaheim Ducks,@,1.2,0.9,,2.0,2.4,1.4,3.0,13.080000000000002,94.0,27.2,25.2,49.08
Calgary Flames,2005-10-27,0,2,3,33.3,81.8,15.0,34.0,50.0,Phoenix Coyotes,@,0.8,0.9,,1.6,2.2,2.2,2.8,13.080000000000002,84.0,26.8,24.8,50.44
Calgary Flames,2005-10-29,1,2,2,14.3,75.0,25.0,21.0,54.8,San Jose Sharks,@,0.8,0.7,,2.0,2.1,2.4,3.0,19.740000000000002,84.35999999999999,24.8,27.4,48.519999999999996
Calgary Flames,2005-11-01,2,3,0,33.3,100.0,24.0,23.0,53.3,Minnesota Wild,vs,0.6,0.8,,1.8,2.0,2.6,2.6,18.6,79.35999999999999,25.4,25.8,51.18
Calgary Flames,2005-11-03,2,2,1,0.0,100.0,31.0,17.0,60.3,Columbus Blue Jackets,vs,1.0,1.0,,2.2,2.0,2.2,1.9,23.04,79.35999999999999,24.2,25.8,50.66
Calgary Flames,2005-11-05,2,1,0,0.0,100.0,27.0,23.0,48.0,Vancouver Canucks,vs,1.0,1.1,,2.0,2.0,2.0,1.7,19.04,81.35999999999999,24.2,25.2,52.54
Calgary Flames,2005-11-07,2,4,3,25.0,66.7,28.0,21.0,48.3,Vancouver Canucks,vs,1.4,1.1,,2.0,1.8,1.2,1.7,16.18,91.35999999999999,24.4,23.6,53.279999999999994
Calgary Flames,2005-11-10,2,4,3,42.9,75.0,43.0,23.0,58.0,Phoenix Coyotes,@,1.8,1.3,,2.4,2.2,1.2,1.8,14.52,88.34,27.0,21.0,52.94
Calgary Flames,2005-11-12,2,5,3,16.7,88.9,24.0,30.0,45.8,Colorado Avalanche,vs,2.0,1.3,,2.8,2.3,1.4,2.0,20.24,88.34,30.6,21.4,53.58
Calgary Flames,2005-11-14,2,3,2,28.6,88.9,42.0,26.0,50.7,Minnesota Wild,vs,2.0,1.5,,3.2,2.7,2.0,2.1,16.919999999999998,86.12,30.6,22.8,52.08
Calgary Flames,2005-11-16,2,3,1,25.0,100.0,28.0,22.0,50.0,Detroit Red Wings,vs,2.0,1.5,1.2,3.4,2.7,2.2,2.1,22.64,83.9,32.8,24.6,50.16
Calgary Flames,2005-11-18,0,2,5,22.2,0.0,32.0,25.0,57.8,Chicago Blackhawks,vs,2.0,1.7,1.3,3.8,2.9,2.4,1.8,27.639999999999997,83.9,33.0,24.4,50.559999999999995
Calgary Flames,2005-11-21,2,2,2,20.0,100.0,34.0,35.0,51.5,Colorado Avalanche,@,1.6,1.7,1.2,3.4,2.9,2.8,2.0,27.080000000000002,70.55999999999999,33.8,25.2,52.46
Calgary Flames,2005-11-23,2,3,2,0.0,66.7,25.0,22.0,53.6,San Jose Sharks,vs,1.6,1.8,1.3,3.0,2.9,2.6,2.0,22.5,75.55999999999999,32.0,27.6,51.160000000000004
Calgary Flames,2005-11-25,1,1,1,0.0,100.0,28.0,34.0,41.0,Edmonton Oilers,vs,1.6,1.8,1.4,2.6,2.9,2.4,2.2,19.160000000000004,71.12,32.2,26.0,52.720000000000006
Calgary Flames,2005-11-29,0,0,2,0.0,85.7,31.0,17.0,46.3,Nashville Predators,@,1.4,1.7,1.4,2.2,2.8,2.2,2.2,13.439999999999998,73.34,29.4,27.6,50.78
Calgary Flames,2005-12-01,2,3,2,14.3,60.0,36.0,21.0,51.8,Detroit Red Wings,@,1.0,1.5,1.3,1.6,2.7,2.4,2.4,8.44,70.48,30.0,26.6,50.04
Calgary Flames,2005-12-03,2,3,2,14.3,90.0,26.0,30.0,44.3,Pittsburgh Penguins,@,1.4,1.5,1.4,1.8,2.6,1.8,2.3,6.859999999999999,82.47999999999999,30.8,25.8,48.839999999999996
Calgary Flames,2005-12-06,1,0,0,0.0,100.0,28.0,37.0,51.0,Philadelphia Flyers,@,1.4,1.5,1.4,2.0,2.5,1.8,2.2,5.720000000000001,80.47999999999999,29.2,24.8,47.4
Calgary Flames,2005-12-07,2,4,1,75.0,90.0,15.0,32.0,64.0,New Jersey Devils,@,1.2,1.4,1.45,1.4,2.0,1.4,1.9,5.720000000000001,87.14,29.8,27.8,46.879999999999995
Calgary Flames,2005-12-10,2,2,1,0.0,87.5,29.0,21.0,56.1,Ottawa Senators,vs,1.4,1.4,1.45,2.0,2.1,1.4,1.8,20.72,85.14,27.2,27.4,51.48
Calgary Flames,2005-12-17,2,3,0,25.0,100.0,29.0,26.0,41.4,Boston Bruins,vs,1.8,1.4,1.55,2.4,2.0,1.2,1.8,20.72,85.5,26.8,28.2,53.44
Calgary Flames,2005-12-19,0,4,5,33.3,83.3,21.0,32.0,42.1,Edmonton Oilers,@,1.8,1.6,1.65,2.4,2.1,0.8,1.3,22.86,93.5,25.4,29.2,51.36
Calgary Flames,2005-12-21,0,2,5,20.0,85.7,29.0,18.0,49.1,Los Angeles Kings,vs,1.4,1.4,1.6,2.6,2.3,1.4,1.6,26.660000000000004,92.16,24.4,29.6,50.92
Calgary Flames,2005-12-23,2,5,5,16.7,70.0,37.0,37.0,52.1,Vancouver Canucks,@,1.2,1.2,1.5,3.0,2.2,2.4,1.9,30.660000000000004,89.3,24.6,25.8,50.540000000000006
Calgary Flames,2005-12-26,2,2,1,25.0,100.0,23.0,17.0,55.7,Vancouver Canucks,@,1.2,1.3,1.5,3.2,2.6,3.2,2.3,19.0,85.3,29.0,26.8,48.16
Calgary Flames,2005-12-27,0,3,4,40.0,75.0,26.0,40.0,43.6,Nashville Predators,vs,1.2,1.5,1.5,3.2,2.8,3.2,2.2,24.0,87.8,27.8,26.0,48.08
Calgary Flames,2005-12-29,2,4,2,33.3,100.0,34.0,34.0,41.8,Minnesota Wild,vs,0.8,1.3,1.4,3.2,2.8,4.0,2.4,27.0,82.8,27.2,28.8,48.519999999999996
Calgary Flames,2005-12-31,2,6,5,28.6,50.0,25.0,30.0,51.7,Edmonton Oilers,vs,1.2,1.3,1.4,3.2,2.9,3.4,2.4,27.0,86.14,29.8,29.2,48.46
Calgary Flames,2006-01-02,2,3,2,0.0,100.0,21.0,37.0,47.0,Chicago Blackhawks,vs,1.6,1.4,1.4,4.0,3.5,3.4,2.9,28.72,79.0,29.0,31.6,48.980000000000004
Calgary Flames,2006-01-06,2,1,0,0.0,100.0,28.0,27.0,56.4,Toronto Maple Leafs,vs,1.6,1.4,1.4,3.6,3.4,2.8,3.0,25.380000000000003,85.0,25.8,31.6,47.96
Calgary Flames,2006-01-07,1,3,4,28.6,60.0,30.0,36.0,47.9,Vancouver Canucks,@,1.6,1.4,1.4,3.4,3.3,2.6,2.9,20.380000000000003,85.0,26.8,33.6,48.1
Calgary Flames,2006-01-10,0,2,4,20.0,100.0,21.0,29.0,62.5,New York Rangers,@,1.8,1.3,1.45,3.4,3.3,2.6,3.3,18.1,82.0,27.6,32.8,48.96
Calgary Flames,2006-01-12,0,2,3,20.0,80.0,30.0,36.0,50.0,New York Islanders,@,1.4,1.3,1.35,3.0,3.1,3.0,3.2,15.440000000000001,82.0,25.0,31.8,53.1
Calgary Flames,2006-01-14,2,4,1,0.0,85.7,23.0,22.0,54.7,Minnesota Wild,@,1.0,1.3,1.25,2.2,3.1,2.6,3.0,13.719999999999999,88.0,26.0,33.0,52.760000000000005
Calgary Flames,2006-01-19,2,3,2,40.0,80.0,30.0,18.0,49.2,Montréal Canadiens,vs,1.0,1.3,1.3,2.4,3.0,2.4,2.6,13.719999999999999,85.14,26.4,30.0,54.3
Calgary Flames,2006-01-21,2,4,1,33.3,100.0,37.0,30.0,49.2,Buffalo Sabres,vs,1.0,1.3,1.4,2.8,3.1,2.8,2.7,21.72,81.14,26.8,28.2,52.86
Calgary Flames,2006-01-23,2,3,1,33.3,100.0,21.0,31.0,50.9,Edmonton Oilers,@,1.2,1.5,1.4,3.0,3.2,2.2,2.4,22.660000000000004,89.14,28.2,27.0,53.120000000000005
Calgary Flames,2006-01-24,0,4,7,12.5,60.0,34.0,27.0,56.5,Colorado Avalanche,@,1.6,1.5,1.4,3.2,3.1,1.6,2.3,25.32,89.14,28.2,27.4,50.800000000000004
Calgary Flames,2006-01-26,0,0,2,0.0,85.7,26.0,20.0,37.0,Chicago Blackhawks,@,1.6,1.3,1.35,3.6,2.9,2.4,2.5,23.82,85.14,29.0,25.6,52.1
Calgary Flames,2006-01-29,2,5,3,50.0,85.7,29.0,24.0,44.3,Chicago Blackhawks,@,1.2,1.1,1.25,2.8,2.6,2.6,2.5,23.82,85.14000000000001,29.6,25.2,48.56
Calgary Flames,2006-01-30,1,2,2,11.1,100.0,31.0,18.0,48.3,St. Louis Blues,@,1.2,1.1,1.25,3.2,3.0,2.8,2.8,25.82,86.28,29.4,26.4,47.58
Calgary Flames,2006-02-01,1,1,1,0.0,80.0,37.0,20.0,60.0,Columbus Blue Jackets,vs,1.0,1.1,1.2,2.8,2.9,3.0,2.6,21.38,86.28,28.2,24.0,47.4
Calgary Flames,2006-02-03,0,1,3,20.0,83.3,29.0,22.0,62.1,Vancouver Canucks,vs,0.8,1.2,1.25,2.4,2.8,3.0,2.3,14.719999999999999,82.28,31.4,21.8,49.22
Calgary Flames,2006-02-06,2,4,3,25.0,77.8,29.0,31.0,33.8,San Jose Sharks,@,0.8,1.2,1.25,1.8,2.7,2.2,2.3,16.22,86.94000000000001,30.4,20.8,50.339999999999996
Calgary Flames,2006-02-08,2,3,1,60.0,83.3,24.0,32.0,52.2,Anaheim Ducks,vs,1.2,1.2,1.25,2.6,2.7,2.4,2.5,21.22,85.35999999999999,31.0,23.0,49.7
Calgary Flames,2006-02-10,2,3,2,20.0,83.3,37.0,22.0,57.4,St. Louis Blues,vs,1.2,1.2,1.25,2.2,2.7,2.0,2.4,23.22,84.88,30.0,24.6,51.279999999999994
Calgary Flames,2006-02-28,0,1,2,16.7,100.0,31.0,22.0,50.0,Vancouver Canucks,vs,1.4,1.2,1.35,2.4,2.6,2.0,2.5,25.0,81.53999999999999,31.2,25.4,53.1
Calgary Flames,2006-03-02,2,3,1,25.0,100.0,31.0,21.0,49.2,St. Louis Blues,vs,1.2,1.0,1.25,2.4,2.4,2.2,2.6,28.340000000000003,85.53999999999999,30.0,25.8,51.1
Calgary Flames,2006-03-04,2,2,0,0.0,100.0,20.0,26.0,46.9,San Jose Sharks,vs,1.6,1.2,1.25,2.8,2.3,1.8,2.0,29.340000000000003,88.88,30.4,25.6,48.519999999999996
Calgary Flames,2006-03-07,0,2,3,50.0,100.0,32.0,26.0,48.4,Nashville Predators,vs,1.6,1.4,1.25,2.4,2.5,1.2,1.8,24.34,93.32000000000001,28.6,24.6,51.14
Calgary Flames,2006-03-09,2,1,0,0.0,100.0,24.0,39.0,52.6,Dallas Stars,vs,1.2,1.2,1.15,2.2,2.2,1.6,1.8,22.339999999999996,96.66,30.2,23.4,50.38
Calgary Flames,2006-03-12,0,0,3,0.0,75.0,33.0,25.0,54.0,Colorado Avalanche,@,1.2,1.3,1.2,1.8,2.1,1.2,1.6,18.339999999999996,100.0,27.6,26.8,49.42
Calgary Flames,2006-03-13,2,4,3,25.0,75.0,30.0,29.0,50.8,Colorado Avalanche,vs,1.2,1.2,1.2,1.6,2.0,1.4,1.8,15.0,95.0,28.0,27.4,50.22
Calgary Flames,2006-03-16,1,2,3,0.0,83.3,20.0,28.0,50.0,Edmonton Oilers,@,1.2,1.4,1.3,1.8,2.3,1.8,1.8,15.0,90.0,27.8,29.0,50.54
Calgary Flames,2006-03-18,0,4,9,44.4,66.7,27.0,47.0,48.5,Nashville Predators,@,1.0,1.3,1.25,1.8,2.1,2.4,1.8,15.0,86.66,27.8,29.4,51.160000000000004
Calgary Flames,2006-03-19,2,3,2,33.3,85.7,19.0,39.0,54.8,Minnesota Wild,@,1.0,1.1,1.15,2.2,2.2,3.6,2.6,13.879999999999999,80.0,26.8,33.6,51.17999999999999
Calgary Flames,2006-03-21,0,1,3,0.0,75.0,18.0,39.0,47.7,Minnesota Wild,@,1.0,1.1,1.15,2.6,2.2,4.0,2.6,20.54,77.14,25.8,33.6,51.620000000000005
Calgary Flames,2006-03-23,2,7,2,50.0,85.7,26.0,22.0,51.5,St. Louis Blues,@,1.0,1.1,1.05,2.8,2.2,4.0,2.7,20.54,77.14,22.8,36.4,50.36
Calgary Flames,2006-03-24,0,2,3,12.5,100.0,28.0,28.0,41.3,Columbus Blue Jackets,@,1.0,1.1,1.15,3.4,2.6,3.8,2.8,25.54,79.28,22.0,35.0,50.5
Calgary Flames,2006-03-26,0,2,3,18.2,87.5,19.0,23.0,57.6,Dallas Stars,@,0.8,0.9,1.15,3.4,2.6,3.8,3.1,28.04,82.62,23.6,35.0,48.76
Calgary Flames,2006-03-29,2,2,1,0.0,100.0,25.0,26.0,50.0,Los Angeles Kings,vs,0.8,0.9,1.05,3.0,2.6,2.6,3.1,22.799999999999997,86.78,22.0,30.2,50.58
Calgary Flames,2006-03-31,2,6,3,33.3,75.0,30.0,26.0,51.6,Colorado Avalanche,vs,0.8,0.9,1.1,2.8,2.7,2.4,3.2,16.139999999999997,89.64,23.2,27.6,49.62
Calgary Flames,2006-04-01,2,4,1,33.3,100.0,26.0,26.0,51.4,Edmonton Oilers,@,1.2,1.1,1.15,3.8,3.3,2.4,3.2,22.799999999999997,89.64,25.6,25.0,50.4
Calgary Flames,2006-04-03,1,1,1,0.0,100.0,28.0,42.0,35.3,Detroit Red Wings,vs,1.2,1.1,1.25,3.2,3.3,2.2,3.0,19.459999999999997,92.5,25.6,25.8,50.379999999999995
Calgary Flames,2006-04-05,2,5,2,37.5,66.7,37.0,26.0,58.1,Phoenix Coyotes,vs,1.4,1.1,1.2,3.0,3.2,1.8,2.8,16.959999999999997,92.5,25.6,28.6,49.18
Calgary Flames,2006-04-07,2,2,1,0.0,100.0,29.0,22.0,56.6,Minnesota Wild,vs,1.8,1.3,1.2,3.6,3.3,1.6,2.1,20.82,88.34,29.2,29.2,49.28
Calgary Flames,2006-04-08,1,2,3,16.7,71.4,24.0,27.0,50.8,Vancouver Canucks,@,1.8,1.3,1.2,3.6,3.2,1.6,2.0,20.82,88.34,30.0,28.4,50.6
Calgary Flames,2006-04-11,2,3,0,50.0,100.0,25.0,32.0,55.4,Anaheim Ducks,vs,1.6,1.4,1.25,2.8,3.3,1.6,2.0,17.499999999999996,87.62,28.8,28.6,50.44
Calgary Flames,2006-04-13,2,2,0,0.0,100.0,25.0,23.0,52.9,Colorado Avalanche,vs,1.6,1.4,1.25,2.6,2.9,1.4,1.8,20.839999999999996,87.62,28.6,29.8,51.239999999999995
Calgary Flames,2006-04-15,1,1,1,0.0,100.0,40.0,25.0,49.0,Los Angeles Kings,@,1.8,1.6,1.25,2.8,2.9,1.2,1.5,20.839999999999996,87.62,28.0,26.0,54.760000000000005
Calgary Flames,2006-04-17,0,3,4,12.5,76.9,32.0,34.0,55.2,Anaheim Ducks,@,1.6,1.7,1.3,2.0,2.8,1.0,1.3,13.339999999999998,94.28,28.6,25.8,52.94
Calgary Flames,2006-10-05,0,1,3,0.0,75.0,32.0,22.0,41.9,Edmonton Oilers,@,1.2,1.5,1.2,2.2,2.9,1.6,1.6,15.839999999999998,89.66,29.2,28.2,52.660000000000004
Calgary Flames,2006-10-07,2,2,1,0.0,83.3,28.0,22.0,55.4,Edmonton Oilers,vs,1.0,1.3,1.2,2.0,2.4,1.6,1.6,12.499999999999996,90.38,30.8,27.2,50.879999999999995
Calgary Flames,2006-10-09,0,1,4,10.0,66.7,30.0,26.0,48.0,San Jose Sharks,vs,1.0,1.3,1.2,1.8,2.2,1.8,1.6,2.4999999999999973,87.03999999999999,31.4,25.2,50.88
Calgary Flames,2006-10-12,2,1,0,0.0,100.0,28.0,33.0,33.3,Ottawa Senators,@,0.6,1.2,1.15,1.6,2.2,2.6,1.9,4.499999999999997,80.38,32.4,25.8,49.9
Calgary Flames,2006-10-14,1,4,5,0.0,85.7,30.0,43.0,40.4,Toronto Maple Leafs,@,0.8,1.2,1.25,1.6,1.8,2.4,1.7,4.499999999999997,80.38,30.0,27.4,46.760000000000005
Calgary Flames,2006-10-17,0,4,5,25.0,57.1,24.0,36.0,38.9,Montréal Canadiens,@,1.0,1.1,1.2,1.8,2.0,2.6,2.1,1.9999999999999971,82.14000000000001,29.6,29.2,43.8
Calgary Flames,2006-10-19,0,2,3,0.0,66.7,28.0,30.0,42.3,Boston Bruins,@,1.0,1.0,1.2,2.4,2.2,3.0,2.3,6.999999999999997,78.56,28.0,32.0,43.2
Calgary Flames,2006-10-24,2,6,1,30.0,100.0,30.0,27.0,71.2,Phoenix Coyotes,vs,0.6,0.8,1.1,2.4,2.1,3.4,2.6,6.999999999999997,75.24000000000001,28.0,33.6,40.58
Calgary Flames,2006-10-28,0,2,3,33.3,85.7,27.0,35.0,41.1,Nashville Predators,vs,1.0,0.8,1.2,3.4,2.5,2.8,2.7,10.999999999999996,81.9,28.0,33.8,45.22
Calgary Flames,2006-10-30,0,2,4,0.0,80.0,39.0,31.0,52.6,Washington Capitals,vs,0.6,0.7,1.2,3.6,2.6,3.4,2.9,17.659999999999997,79.03999999999999,27.8,34.2,46.779999999999994
Calgary Flames,2006-11-01,0,2,3,33.3,83.3,15.0,34.0,33.3,Detroit Red Wings,@,0.4,0.7,1.1,3.2,2.5,3.2,2.9,17.659999999999997,77.9,29.6,31.8,49.220000000000006
Calgary Flames,2006-11-03,1,4,4,20.0,55.6,32.0,37.0,52.5,Columbus Blue Jackets,@,0.4,0.7,1.0,2.8,2.6,2.8,2.9,19.319999999999997,83.14000000000001,27.8,31.4,48.1
Calgary Flames,2006-11-04,2,3,2,20.0,80.0,23.0,30.0,54.1,St. Louis Blues,@,0.6,0.6,0.95,3.2,2.8,3.0,3.2,23.319999999999997,80.91999999999999,28.6,32.8,50.14
Calgary Flames,2006-11-07,2,3,1,0.0,85.7,18.0,26.0,57.9,Dallas Stars,vs,0.6,0.8,1.0,2.6,3.0,3.2,3.0,21.319999999999997,76.92,27.2,33.4,46.72
Calgary Flames,2006-11-10,2,3,0,0.0,100.0,18.0,37.0,40.9,Anaheim Ducks,vs,1.0,0.8,1.0,2.8,3.2,2.8,3.1,14.659999999999997,76.91999999999999,25.4,31.6,50.08
Calgary Flames,2006-11-11,2,3,2,0.0,66.7,21.0,28.0,55.4,Vancouver Canucks,@,1.4,0.9,1.0,3.0,3.1,2.0,2.6,14.659999999999997,80.91999999999999,21.2,32.8,47.74
Calgary Flames,2006-11-14,2,3,0,20.0,100.0,23.0,24.0,53.6,St. Louis Blues,vs,1.8,1.1,1.05,3.2,3.0,1.8,2.3,7.999999999999997,77.6,22.4,31.6,52.160000000000004
Calgary Flames,2006-11-17,2,4,1,60.0,80.0,25.0,30.0,42.9,Detroit Red Wings,vs,2.0,1.3,1.05,3.0,3.1,1.0,2.0,7.999999999999997,86.47999999999999,20.6,29.0,52.379999999999995
Calgary Flames,2006-11-21,0,1,2,0.0,66.7,24.0,25.0,42.4,Edmonton Oilers,@,2.0,1.3,1.05,3.2,2.9,0.8,2.0,15.999999999999996,86.47999999999999,21.0,29.0,50.14
Calgary Flames,2006-11-22,2,4,1,16.7,100.0,40.0,26.0,50.0,Chicago Blackhawks,vs,1.6,1.3,1.0,2.8,2.8,1.0,1.9,15.999999999999996,82.68,22.2,28.8,47.04
Calgary Flames,2006-11-25,0,1,3,0.0,60.0,23.0,35.0,55.9,Los Angeles Kings,@,1.6,1.5,1.1,3.0,3.0,1.2,1.6,19.339999999999996,82.68,26.6,26.6,48.86
Calgary Flames,2006-11-26,0,3,5,25.0,66.7,22.0,39.0,37.7,Anaheim Ducks,@,1.2,1.5,1.1,2.6,2.9,1.4,1.6,19.339999999999996,81.34,27.0,28.0,48.959999999999994
Calgary Flames,2006-11-28,2,5,2,60.0,80.0,37.0,25.0,56.1,Colorado Avalanche,vs,0.8,1.4,1.0,2.6,2.8,2.4,1.7,20.339999999999996,74.68,26.8,31.0,45.779999999999994
Calgary Flames,2006-12-01,2,2,1,0.0,80.0,31.0,19.0,53.3,Columbus Blue Jackets,vs,0.8,1.4,1.1,2.8,3.0,2.6,1.7,20.339999999999996,74.67999999999999,29.2,30.0,48.42
Calgary Flames,2006-12-05,2,3,0,0.0,100.0,32.0,23.0,52.5,Carolina Hurricanes,vs,1.2,1.4,1.1,3.0,2.9,2.4,1.7,20.339999999999996,77.34,30.6,28.8,50.6
Calgary Flames,2006-12-07,1,2,2,12.5,77.8,40.0,27.0,48.4,Minnesota Wild,@,1.2,1.4,1.15,2.8,2.9,2.2,1.7,16.999999999999996,77.34,29.0,28.2,51.1
Calgary Flames,2006-12-09,2,5,3,28.6,60.0,38.0,29.0,47.2,Vancouver Canucks,vs,1.4,1.3,1.2,3.0,2.8,2.0,1.7,19.499999999999996,80.9,32.4,26.6,49.6
Calgary Flames,2006-12-12,2,5,2,20.0,80.0,29.0,26.0,55.1,Minnesota Wild,vs,1.8,1.3,1.3,3.4,3.0,1.6,2.0,20.22,79.56,35.6,24.6,51.5
Calgary Flames,2006-12-14,0,1,3,0.0,100.0,22.0,27.0,38.3,Vancouver Canucks,@,1.8,1.3,1.3,3.4,3.1,1.6,2.1,12.219999999999997,79.56,34.0,24.8,51.3
Calgary Flames,2006-12-16,2,6,3,42.9,100.0,31.0,35.0,35.7,Phoenix Coyotes,@,1.4,1.3,1.3,3.2,3.1,2.0,2.2,12.219999999999997,83.56,32.2,26.4,48.3
Calgary Flames,2006-12-18,0,1,4,0.0,66.7,28.0,41.0,48.2,Anaheim Ducks,@,1.4,1.3,1.4,3.8,3.3,2.6,2.4,20.799999999999997,83.56,32.0,28.8,44.940000000000005
Calgary Flames,2006-12-19,2,5,3,50.0,50.0,31.0,30.0,56.1,Los Angeles Kings,@,1.2,1.3,1.4,3.6,3.3,3.0,2.5,18.299999999999997,81.34,29.6,31.6,44.9
Calgary Flames,2006-12-23,0,1,4,20.0,80.0,22.0,31.0,36.5,San Jose Sharks,@,1.2,1.5,1.45,3.6,3.5,3.0,2.3,22.579999999999995,79.34,28.2,31.8,46.68000000000001
Calgary Flames,2006-12-26,0,1,3,16.7,80.0,27.0,28.0,61.5,Vancouver Canucks,vs,0.8,1.3,1.35,2.8,3.1,3.4,2.5,22.579999999999995,79.34,26.8,32.8,42.96
Calgary Flames,2006-12-27,1,5,6,16.7,75.0,36.0,24.0,45.9,Vancouver Canucks,@,0.8,1.1,1.25,2.8,3.0,3.4,2.7,25.919999999999998,75.34,27.8,33.0,47.6
Calgary Flames,2006-12-29,2,6,4,25.0,80.0,30.0,36.0,50.9,Los Angeles Kings,vs,0.6,1.0,1.2,2.6,3.2,4.0,3.3,20.679999999999996,70.34,28.8,30.8,49.64
Calgary Flames,2006-12-31,2,4,2,16.7,75.0,24.0,24.0,53.1,Edmonton Oilers,vs,1.0,1.1,1.2,3.6,3.6,4.0,3.5,25.679999999999996,73.0,29.2,29.8,50.18
Calgary Flames,2007-01-02,0,2,3,0.0,90.0,29.0,29.0,60.3,Vancouver Canucks,vs,1.0,1.1,1.2,3.4,3.5,3.8,3.4,19.019999999999996,78.0,27.8,28.6,49.58
Calgary Flames,2007-01-04,2,5,4,0.0,100.0,29.0,42.0,55.1,Florida Panthers,vs,1.0,0.9,1.1,3.6,3.2,3.6,3.5,15.02,80.0,29.2,28.2,54.339999999999996
Calgary Flames,2007-01-06,2,4,2,0.0,33.3,21.0,33.0,50.8,Dallas Stars,vs,1.4,1.1,1.2,4.4,3.6,3.8,3.6,11.679999999999998,84.0,29.6,31.0,53.05999999999999
Calgary Flames,2007-01-09,2,3,0,25.0,100.0,25.0,26.0,52.8,Minnesota Wild,vs,1.6,1.1,1.2,4.2,3.4,3.0,3.5,8.339999999999998,75.66,26.6,32.8,54.04
Calgary Flames,2007-01-11,2,7,3,0.0,40.0,26.0,30.0,41.5,Colorado Avalanche,@,1.6,1.3,1.3,3.6,3.6,2.2,3.1,8.339999999999998,79.66,25.6,30.8,54.42
Calgary Flames,2007-01-13,2,3,1,25.0,66.7,21.0,22.0,57.7,Edmonton Oilers,vs,1.6,1.3,1.4,4.2,3.8,2.4,3.1,4.999999999999997,72.66,26.0,32.0,52.1
Calgary Flames,2007-01-15,0,3,5,0.0,80.0,23.0,34.0,54.0,Nashville Predators,@,2.0,1.5,1.4,4.4,4.0,2.0,2.8,9.999999999999996,68.0,24.4,30.6,51.58
Calgary Flames,2007-01-17,0,2,4,20.0,80.0,20.0,24.0,43.6,Dallas Stars,@,1.6,1.5,1.3,4.0,4.2,2.2,3.0,9.999999999999996,64.0,23.2,29.0,51.36
Calgary Flames,2007-01-19,2,3,2,16.7,75.0,22.0,24.0,56.1,Anaheim Ducks,vs,1.2,1.4,1.2,3.6,3.9,2.6,2.8,13.999999999999996,73.34,23.0,27.2,49.92
Calgary Flames,2007-01-20,2,4,0,20.0,100.0,23.0,32.0,38.1,Edmonton Oilers,@,1.2,1.4,1.25,3.6,3.6,3.0,2.6,12.339999999999998,68.34,22.4,26.8,50.58
Calgary Flames,2007-01-26,1,1,1,33.3,66.7,24.0,41.0,52.5,Minnesota Wild,@,1.2,1.4,1.25,3.0,3.6,2.4,2.4,16.339999999999996,80.34,21.8,27.2,49.9
Calgary Flames,2007-01-28,1,3,4,50.0,87.5,22.0,40.0,43.4,Chicago Blackhawks,@,1.0,1.5,1.2,2.6,3.5,2.4,2.2,17.999999999999996,80.34,22.4,31.0,48.86
Calgary Flames,2007-01-30,2,4,1,0.0,75.0,33.0,36.0,54.4,Los Angeles Kings,vs,1.2,1.4,1.25,2.6,3.3,2.2,2.2,28.0,81.84,22.2,32.2,46.74
Calgary Flames,2007-02-02,2,6,2,40.0,100.0,24.0,22.0,46.0,Columbus Blue Jackets,vs,1.6,1.4,1.25,3.0,3.3,1.6,2.1,23.999999999999996,80.84,24.8,34.6,48.9
