,team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
34114,Detroit Red Wings,2019-11-08,2,4,2,40.0,75.0,32.0,28.0,48.8,Boston Bruins,vs,0.4,0.3,0.55,1.6,1.7,4.6,4.2,10.660000000000002,60.0,28.4,32.8,53.120000000000005
34147,Detroit Red Wings,2019-11-10,2,3,2,50.0,100.0,19.0,19.0,49.1,Vegas Golden Knights,vs,0.4,0.5,0.55,1.8,2.0,4.8,4.2,12.000000000000004,55.0,29.2,32.0,51.1
34163,Detroit Red Wings,2019-11-12,2,4,3,25.0,100.0,36.0,27.0,57.8,Anaheim Ducks,@,0.8,0.7,0.65,1.8,2.1,3.8,3.9,18.000000000000004,61.660000000000004,26.6,29.0,51.12
34191,Detroit Red Wings,2019-11-14,1,2,3,0.0,100.0,21.0,31.0,40.7,Los Angeles Kings,@,1.2,0.9,0.75,2.6,2.3,3.6,3.7,23.000000000000004,71.66,29.4,26.2,53.8
34227,Detroit Red Wings,2019-11-16,1,3,3,0.0,66.7,28.0,19.0,50.0,San Jose Sharks,@,1.4,1.0,0.7,2.8,2.5,3.0,3.8,23.000000000000004,81.66,28.8,27.2,50.94
34263,Detroit Red Wings,2019-11-19,0,3,4,0.0,100.0,38.0,33.0,50.0,Ottawa Senators,vs,1.6,1.0,0.65,3.2,2.4,2.6,3.6,23.000000000000004,88.34,27.2,24.8,49.28
34290,Detroit Red Wings,2019-11-21,0,4,5,0.0,60.0,26.0,37.0,46.9,Columbus Blue Jackets,@,1.2,0.8,0.65,3.0,2.4,3.0,3.9,15.000000000000004,93.34,28.4,25.8,49.519999999999996
34322,Detroit Red Wings,2019-11-23,0,1,5,0.0,100.0,20.0,34.0,52.8,New Jersey Devils,@,0.8,0.8,0.55,3.2,2.5,3.6,3.7,5.000000000000003,85.34,29.8,29.4,49.08
34341,Detroit Red Wings,2019-11-24,0,0,2,0.0,100.0,19.0,36.0,54.6,Carolina Hurricanes,vs,0.4,0.8,0.55,2.6,2.6,4.0,3.8,2.842170943040401e-15,85.34,26.6,30.8,48.08
34380,Detroit Red Wings,2019-11-27,0,0,6,20.0,0.0,25.0,54.0,44.6,Toronto Maple Leafs,vs,0.2,0.8,0.55,2.2,2.5,3.8,3.4,2.842170943040401e-15,85.34,26.2,31.8,50.86
34407,Detroit Red Wings,2019-11-29,0,1,6,0.0,66.7,33.0,35.0,47.5,Philadelphia Flyers,@,0.0,0.8,0.55,1.6,2.4,4.4,3.5,4.000000000000003,72.0,25.6,38.8,49.78
34434,Detroit Red Wings,2019-11-30,0,2,5,25.0,66.7,27.0,34.0,55.7,Washington Capitals,vs,0.0,0.6,0.55,1.2,2.1,4.8,3.9,4.000000000000003,65.34,24.6,39.2,49.28
34457,Detroit Red Wings,2019-12-02,0,1,4,16.7,80.0,31.0,25.0,44.9,New York Islanders,vs,0.0,0.4,0.55,0.8,2.0,4.8,4.2,9.000000000000004,66.67999999999999,24.8,38.6,51.04
34529,Detroit Red Wings,2019-12-07,0,3,5,66.7,50.0,28.0,28.0,50.0,Pittsburgh Penguins,vs,0.0,0.2,0.55,0.8,1.7,4.6,4.3,12.340000000000003,62.67999999999999,27.0,36.8,49.46
34568,Detroit Red Wings,2019-12-10,0,1,5,0.0,80.0,17.0,30.0,41.5,Winnipeg Jets,@,0.0,0.1,0.55,1.4,1.8,5.2,4.5,25.680000000000007,52.67999999999999,28.8,35.2,48.54
34598,Detroit Red Wings,2019-12-12,2,5,2,50.0,100.0,34.0,28.0,53.3,Winnipeg Jets,vs,0.0,0.0,0.5,1.6,1.6,5.0,4.7,21.680000000000003,68.67999999999999,27.2,30.4,47.92
34631,Detroit Red Wings,2019-12-14,2,2,1,25.0,100.0,20.0,43.0,48.2,Montréal Canadiens,@,0.4,0.2,0.5,2.4,1.8,4.2,4.5,31.680000000000007,75.34,27.4,29.0,49.08
34646,Detroit Red Wings,2019-12-15,0,2,4,0.0,100.0,24.0,32.0,47.2,Los Angeles Kings,vs,0.8,0.4,0.6,2.4,1.6,3.4,4.1,31.680000000000007,82.0,26.0,30.8,47.58
34672,Detroit Red Wings,2019-12-17,0,3,5,33.3,50.0,21.0,39.0,44.3,Columbus Blue Jackets,vs,0.8,0.4,0.6,2.6,1.7,3.4,4.0,28.34000000000001,86.0,24.6,32.2,48.04
34732,Detroit Red Wings,2019-12-21,0,1,4,50.0,66.7,30.0,23.0,44.7,Toronto Maple Leafs,@,0.8,0.4,0.6,2.6,2.0,3.4,4.3,21.660000000000004,86.0,23.2,34.4,46.9
34745,Detroit Red Wings,2019-12-22,0,2,5,0.0,80.0,30.0,45.0,47.5,Arizona Coyotes,vs,0.8,0.4,0.6,2.6,2.1,3.2,4.1,31.660000000000004,83.34,25.8,33.0,47.54
34809,Detroit Red Wings,2019-12-28,0,4,5,0.0,33.3,39.0,30.0,61.9,Florida Panthers,@,0.4,0.4,0.5,2.0,2.2,3.8,4.0,21.660000000000004,79.34,25.0,36.4,46.379999999999995
34828,Detroit Red Wings,2019-12-29,0,1,2,0.0,75.0,20.0,39.0,44.6,Tampa Bay Lightning,@,0.0,0.4,0.4,2.4,2.4,4.6,4.0,16.660000000000004,66.0,28.8,33.8,49.12
34853,Detroit Red Wings,2019-12-31,2,2,0,0.0,100.0,23.0,34.0,48.0,San Jose Sharks,vs,0.0,0.4,0.3,2.2,2.4,4.2,3.8,16.660000000000004,61.0,28.0,35.2,48.6
34894,Detroit Red Wings,2020-01-03,0,1,4,0.0,75.0,23.0,27.0,48.2,Dallas Stars,@,0.4,0.6,0.35,2.0,2.3,3.2,3.3,10.000000000000004,71.0,28.4,34.2,49.339999999999996
34926,Detroit Red Wings,2020-01-05,0,2,4,33.3,100.0,21.0,27.0,52.3,Chicago Blackhawks,@,0.4,0.6,0.3,2.0,2.3,3.2,3.2,2.842170943040401e-15,72.66,27.0,35.0,50.040000000000006
34953,Detroit Red Wings,2020-01-07,2,4,3,0.0,80.0,30.0,26.0,55.4,Montréal Canadiens,vs,0.4,0.4,0.3,2.0,2.0,3.0,3.4,6.660000000000002,76.66,25.2,31.4,51.0
34995,Detroit Red Wings,2020-01-10,2,2,2,25.0,66.7,28.0,31.0,50.0,Ottawa Senators,vs,0.8,0.4,0.4,2.0,2.2,2.6,3.6,6.660000000000002,86.0,23.4,30.6,49.7
35026,Detroit Red Wings,2020-01-12,0,1,5,0.0,50.0,22.0,27.0,57.1,Buffalo Sabres,vs,1.2,0.6,0.5,2.2,2.2,2.6,3.4,11.660000000000002,84.34,25.0,29.0,50.779999999999994
35051,Detroit Red Wings,2020-01-14,0,2,8,0.0,100.0,36.0,26.0,48.9,New York Islanders,@,0.8,0.6,0.5,2.0,2.0,3.6,3.4,11.660000000000002,74.34,24.8,27.6,52.6
35097,Detroit Red Wings,2020-01-17,1,1,2,25.0,50.0,29.0,37.0,46.0,Pittsburgh Penguins,vs,0.8,0.6,0.5,2.2,2.1,4.4,3.8,11.660000000000002,79.34,27.4,27.4,52.739999999999995
35110,Detroit Red Wings,2020-01-18,0,1,4,0.0,83.3,28.0,38.0,58.7,Florida Panthers,vs,1.0,0.7,0.55,2.0,2.0,4.0,3.5,10.000000000000004,69.34,29.0,29.4,51.48
35133,Detroit Red Wings,2020-01-20,0,3,6,0.0,80.0,25.0,46.0,42.2,Colorado Avalanche,@,0.6,0.7,0.55,1.4,1.7,4.2,3.4,10.000000000000004,70.0,28.6,31.8,52.14
35146,Detroit Red Wings,2020-01-22,0,2,4,50.0,80.0,27.0,33.0,50.0,Minnesota Wild,@,0.2,0.7,0.55,1.6,1.9,5.0,3.8,5.000000000000003,72.66,28.0,34.8,50.58
35192,Detroit Red Wings,2020-01-31,0,2,4,20.0,66.7,25.0,39.0,64.2,New York Rangers,@,0.2,0.5,0.55,1.8,1.9,4.8,4.2,15.000000000000004,78.66,29.0,36.0,49.160000000000004
35210,Detroit Red Wings,2020-02-01,0,0,1,0.0,50.0,33.0,31.0,31.1,New York Rangers,vs,0.2,0.5,0.55,1.8,2.0,4.0,4.2,19.000000000000004,72.0,26.8,38.6,52.220000000000006
35236,Detroit Red Wings,2020-02-03,0,0,3,0.0,100.0,16.0,31.0,46.3,Philadelphia Flyers,vs,0.0,0.5,0.45,1.6,1.8,3.8,3.9,14.000000000000004,72.0,27.6,37.4,49.24
35278,Detroit Red Wings,2020-02-06,2,3,3,25.0,100.0,21.0,32.0,43.4,Buffalo Sabres,@,0.0,0.3,0.35,1.4,1.4,3.6,3.9,14.000000000000004,75.34,25.2,36.0,46.760000000000005
35295,Detroit Red Wings,2020-02-07,0,0,2,0.0,100.0,16.0,44.0,50.0,Columbus Blue Jackets,@,0.4,0.3,0.45,1.4,1.5,3.0,4.0,19.000000000000004,79.34,24.4,33.2,47.0
35328,Detroit Red Wings,2020-02-09,2,3,1,33.3,100.0,20.0,40.0,45.1,Boston Bruins,vs,0.4,0.3,0.45,1.0,1.4,2.6,3.7,9.000000000000004,83.34,22.2,35.4,47.0
35358,Detroit Red Wings,2020-02-11,0,2,3,0.0,100.0,29.0,25.0,55.1,Buffalo Sabres,@,0.8,0.5,0.55,1.2,1.5,2.0,3.0,11.660000000000002,90.0,21.2,35.6,43.18
35382,Detroit Red Wings,2020-02-13,0,1,4,25.0,83.3,26.0,26.0,66.7,New Jersey Devils,@,0.8,0.4,0.55,1.6,1.6,2.4,3.1,11.660000000000002,100.0,20.4,34.4,47.980000000000004
35412,Detroit Red Wings,2020-02-15,0,1,4,0.0,100.0,26.0,41.0,35.9,Boston Bruins,@,0.8,0.4,0.55,1.8,1.6,2.6,3.1,16.660000000000004,96.66,22.4,33.4,52.06
35433,Detroit Red Wings,2020-02-16,0,1,5,20.0,50.0,28.0,35.0,51.1,Pittsburgh Penguins,@,0.4,0.4,0.55,1.4,1.4,2.8,2.9,11.660000000000002,96.66,23.4,35.2,50.56
35460,Detroit Red Wings,2020-02-18,2,4,3,0.0,33.3,25.0,22.0,56.3,Montréal Canadiens,vs,0.4,0.4,0.45,1.6,1.3,3.4,3.0,15.660000000000002,86.66,25.8,33.4,50.78000000000001
35499,Detroit Red Wings,2020-02-21,0,1,4,50.0,80.0,22.0,40.0,60.7,New York Islanders,@,0.4,0.6,0.55,1.8,1.5,3.8,2.9,9.000000000000004,73.32000000000001,26.8,29.8,53.02
35535,Detroit Red Wings,2020-02-23,0,2,4,0.0,100.0,29.0,31.0,36.2,Calgary Flames,vs,0.4,0.6,0.55,1.6,1.6,4.0,3.2,19.000000000000004,69.32000000000001,25.4,32.8,54.14
35561,Detroit Red Wings,2020-02-25,0,1,4,25.0,40.0,28.0,31.0,44.9,New Jersey Devils,vs,0.4,0.6,0.45,1.8,1.8,4.0,3.3,14.000000000000004,72.66,26.0,33.8,48.040000000000006
35591,Detroit Red Wings,2020-02-27,0,1,7,0.0,75.0,26.0,26.0,51.6,Minnesota Wild,vs,0.4,0.4,0.35,1.8,1.6,4.0,3.4,19.000000000000004,60.660000000000004,26.4,31.8,49.84
35622,Detroit Red Wings,2020-02-29,1,3,3,50.0,80.0,28.0,39.0,47.5,Ottawa Senators,@,0.4,0.4,0.35,1.8,1.7,4.4,3.9,15.000000000000004,65.66,26.0,30.0,49.940000000000005
35646,Detroit Red Wings,2020-03-02,0,1,2,0.0,100.0,18.0,27.0,56.9,Colorado Avalanche,vs,0.2,0.3,0.4,1.6,1.7,4.4,4.1,25.000000000000004,75.0,26.6,33.4,48.18
35701,Detroit Red Wings,2020-03-06,2,2,1,50.0,100.0,25.0,33.0,50.0,Chicago Blackhawks,vs,0.2,0.3,0.35,1.6,1.6,4.0,4.0,15.000000000000004,79.0,25.8,30.8,47.42
35734,Detroit Red Wings,2020-03-08,2,4,4,33.3,66.7,28.0,37.0,51.9,Tampa Bay Lightning,vs,0.6,0.5,0.45,1.6,1.7,3.4,3.7,25.000000000000004,79.0,25.0,31.2,50.18
35765,Detroit Red Wings,2020-03-10,0,2,5,0.0,25.0,25.0,36.0,47.1,Carolina Hurricanes,vs,1.0,0.7,0.55,2.2,2.0,3.4,3.7,26.660000000000004,84.34,25.0,32.4,51.58
35797,Detroit Red Wings,2021-01-14,0,0,3,0.0,66.7,14.0,43.0,40.4,Carolina Hurricanes,vs,1.0,0.7,0.55,2.4,2.1,3.0,3.7,26.660000000000004,74.34,24.8,34.4,50.68
35828,Detroit Red Wings,2021-01-16,2,4,2,0.0,80.0,21.0,31.0,53.2,Carolina Hurricanes,vs,0.8,0.5,0.55,1.8,1.7,3.0,3.7,16.660000000000004,71.67999999999999,22.0,35.2,49.260000000000005
35851,Detroit Red Wings,2021-01-18,0,2,3,0.0,100.0,37.0,29.0,59.0,Columbus Blue Jackets,vs,1.2,0.7,0.65,2.4,2.0,3.0,3.5,16.660000000000004,67.67999999999999,22.6,36.0,48.519999999999996
35873,Detroit Red Wings,2021-01-19,2,3,2,100.0,100.0,27.0,24.0,64.3,Columbus Blue Jackets,vs,0.8,0.7,0.65,2.4,2.0,3.4,3.4,6.660000000000002,67.67999999999999,25.0,35.2,50.32
35906,Detroit Red Wings,2021-01-22,0,1,4,0.0,60.0,31.0,28.0,56.9,Chicago Blackhawks,@,0.8,0.9,0.65,2.2,2.2,3.0,3.2,20.000000000000004,74.34,24.8,32.6,52.8
35934,Detroit Red Wings,2021-01-24,0,2,6,40.0,50.0,27.0,35.0,50.0,Chicago Blackhawks,@,0.8,0.9,0.65,2.0,2.2,2.8,2.9,20.000000000000004,81.34,26.0,31.0,54.760000000000005
35961,Detroit Red Wings,2021-01-26,1,1,2,0.0,75.0,21.0,22.0,46.2,Dallas Stars,@,0.8,0.8,0.55,2.4,2.1,3.4,3.2,28.0,78.0,28.6,29.4,56.68000000000001
35994,Detroit Red Wings,2021-01-28,0,3,7,14.3,50.0,23.0,29.0,50.0,Dallas Stars,@,0.6,0.9,0.6,1.8,2.1,3.4,3.2,28.0,77.0,28.6,27.6,55.279999999999994
36021,Detroit Red Wings,2021-01-30,1,2,3,0.0,33.3,27.0,26.0,52.5,Florida Panthers,vs,0.6,0.7,0.6,2.0,2.2,4.2,3.8,30.860000000000003,67.0,25.8,27.6,53.48
36040,Detroit Red Wings,2021-01-31,0,2,3,0.0,50.0,34.0,30.0,48.2,Florida Panthers,vs,0.4,0.6,0.65,1.8,2.0,4.4,3.7,10.860000000000003,53.660000000000004,25.8,28.0,51.12
36077,Detroit Red Wings,2021-02-03,0,1,5,0.0,100.0,16.0,27.0,54.0,Tampa Bay Lightning,@,0.4,0.6,0.65,2.0,2.0,4.2,3.5,10.860000000000003,51.660000000000004,26.4,28.4,49.38
36098,Detroit Red Wings,2021-02-05,0,1,3,0.0,100.0,28.0,32.0,53.2,Tampa Bay Lightning,@,0.4,0.6,0.55,1.8,2.1,4.0,3.7,2.860000000000003,61.660000000000004,24.2,26.8,50.18
36121,Detroit Red Wings,2021-02-07,2,4,1,20.0,100.0,39.0,37.0,49.1,Florida Panthers,@,0.2,0.4,0.55,1.8,1.8,4.2,3.8,2.860000000000003,66.66,25.6,28.8,51.58
36142,Detroit Red Wings,2021-02-09,0,1,2,0.0,0.0,32.0,22.0,54.8,Florida Panthers,@,0.6,0.6,0.65,2.0,2.0,3.0,3.6,4.000000000000003,76.66,28.8,30.4,51.4
36164,Detroit Red Wings,2021-02-11,0,2,3,0.0,75.0,26.0,23.0,46.2,Nashville Predators,@,0.4,0.4,0.65,1.8,1.8,2.8,3.6,4.000000000000003,70.0,29.8,29.6,51.86
36189,Detroit Red Wings,2021-02-13,2,4,2,0.0,100.0,30.0,23.0,58.5,Nashville Predators,@,0.4,0.4,0.65,1.8,1.9,2.8,3.5,4.000000000000003,75.0,28.2,28.2,51.46
36212,Detroit Red Wings,2021-02-15,1,2,3,0.0,100.0,29.0,24.0,55.6,Chicago Blackhawks,vs,0.8,0.6,0.7,2.4,2.1,2.2,3.1,4.000000000000003,75.0,31.0,27.4,52.36
36237,Detroit Red Wings,2021-02-17,0,0,2,0.0,66.7,29.0,26.0,68.1,Chicago Blackhawks,vs,1.0,0.6,0.75,2.6,2.2,2.2,3.2,4.000000000000003,75.0,31.2,25.8,52.839999999999996
36263,Detroit Red Wings,2021-02-19,0,2,7,0.0,50.0,32.0,39.0,56.9,Florida Panthers,vs,0.6,0.6,0.65,1.8,1.9,2.4,2.7,2.842170943040401e-15,68.34,29.2,23.6,56.64
36279,Detroit Red Wings,2021-02-20,2,2,1,0.0,66.7,27.0,39.0,54.6,Florida Panthers,vs,0.6,0.5,0.55,2.0,1.9,3.4,3.1,2.842170943040401e-15,78.34,29.2,27.0,57.05999999999999
36323,Detroit Red Wings,2021-02-23,0,0,2,0.0,50.0,24.0,33.0,46.0,Nashville Predators,vs,1.0,0.7,0.65,2.0,1.9,3.0,2.9,2.842170943040401e-15,76.67999999999999,29.4,30.2,58.739999999999995
36354,Detroit Red Wings,2021-02-25,2,5,2,0.0,66.7,32.0,39.0,57.9,Nashville Predators,vs,0.6,0.7,0.65,1.2,1.8,3.0,2.6,2.842170943040401e-15,66.67999999999999,28.2,32.2,56.239999999999995
36381,Detroit Red Wings,2021-02-27,2,5,3,100.0,100.0,32.0,36.0,58.8,Chicago Blackhawks,@,0.8,0.9,0.65,1.8,2.2,2.8,2.5,2.842170943040401e-15,60.02,28.8,35.2,56.7
36405,Detroit Red Wings,2021-02-28,0,2,7,100.0,0.0,46.0,32.0,50.0,Chicago Blackhawks,@,1.2,0.9,0.75,2.8,2.3,3.0,2.7,20.000000000000004,66.68,29.4,37.2,54.839999999999996
36432,Detroit Red Wings,2021-03-02,0,1,4,33.3,80.0,20.0,36.0,56.9,Columbus Blue Jackets,@,1.2,0.9,0.65,2.8,2.4,3.0,3.2,40.0,56.68000000000001,32.2,35.8,53.46
36463,Detroit Red Wings,2021-03-04,0,2,5,25.0,50.0,35.0,32.0,42.7,Carolina Hurricanes,@,0.8,0.9,0.65,2.6,2.3,3.6,3.3,46.660000000000004,59.339999999999996,30.8,35.2,53.92
36547,Detroit Red Wings,2021-03-09,1,3,4,33.3,66.7,23.0,29.0,50.0,Tampa Bay Lightning,vs,0.8,0.7,0.65,3.0,2.1,4.2,3.6,51.660000000000004,59.339999999999996,33.0,35.0,53.260000000000005
36576,Detroit Red Wings,2021-03-11,2,6,4,0.0,83.3,23.0,44.0,39.4,Tampa Bay Lightning,vs,0.6,0.7,0.65,2.6,2.2,4.6,3.7,58.32000000000001,59.34000000000001,31.2,33.0,51.67999999999999
36621,Detroit Red Wings,2021-03-14,0,1,2,0.0,100.0,26.0,32.0,43.6,Carolina Hurricanes,vs,0.6,0.9,0.75,2.8,2.8,4.8,3.9,38.32000000000001,56.0,29.4,34.6,47.8
36654,Detroit Red Wings,2021-03-16,2,4,2,33.3,66.7,28.0,37.0,45.8,Carolina Hurricanes,vs,0.6,0.9,0.7,2.6,2.7,3.8,3.4,18.32,76.0,25.4,34.6,46.52
36682,Detroit Red Wings,2021-03-18,2,3,2,0.0,100.0,21.0,40.0,49.0,Dallas Stars,vs,1.0,0.9,0.8,3.2,2.9,3.4,3.5,18.32,73.34,27.0,34.8,44.3
36714,Detroit Red Wings,2021-03-20,0,0,3,0.0,66.7,21.0,33.0,40.4,Dallas Stars,vs,1.4,1.1,0.9,3.4,3.2,2.8,3.5,13.320000000000002,83.34,24.2,36.4,45.56
36759,Detroit Red Wings,2021-03-23,0,0,2,0.0,50.0,31.0,34.0,49.1,Nashville Predators,@,1.2,0.9,0.9,2.8,2.7,2.6,3.6,6.660000000000002,83.34,23.8,37.2,43.64
36788,Detroit Red Wings,2021-03-25,0,1,7,25.0,75.0,21.0,30.0,50.9,Nashville Predators,@,0.8,0.7,0.8,1.6,2.2,2.2,3.5,6.660000000000002,76.68,25.4,35.2,45.58
36815,Detroit Red Wings,2021-03-27,2,3,1,0.0,100.0,34.0,22.0,52.1,Columbus Blue Jackets,vs,0.8,0.7,0.8,1.6,2.1,3.2,3.5,11.660000000000002,71.68,24.4,34.8,47.040000000000006
36832,Detroit Red Wings,2021-03-28,2,4,1,0.0,100.0,29.0,17.0,44.0,Columbus Blue Jackets,vs,0.8,0.9,0.9,1.4,2.3,3.0,3.2,5.000000000000003,78.34,25.6,31.8,48.3
36861,Detroit Red Wings,2021-03-30,0,1,4,25.0,100.0,36.0,33.0,51.0,Florida Panthers,@,0.8,1.1,0.9,1.6,2.5,2.8,2.8,5.000000000000003,78.34,27.2,27.2,47.3
36888,Detroit Red Wings,2021-04-01,1,2,3,0.0,75.0,27.0,36.0,50.0,Florida Panthers,@,0.8,1.0,0.85,1.8,2.3,3.0,2.8,10.000000000000004,85.0,30.2,27.2,49.42
36918,Detroit Red Wings,2021-04-03,0,1,2,0.0,100.0,26.0,29.0,59.6,Tampa Bay Lightning,@,1.0,0.9,0.9,2.2,1.9,3.2,2.7,10.000000000000004,90.0,29.4,27.6,49.6
36934,Detroit Red Wings,2021-04-04,2,5,1,50.0,100.0,18.0,28.0,48.2,Tampa Bay Lightning,@,1.0,0.9,0.9,2.2,1.9,2.2,2.7,5.000000000000003,95.0,30.4,27.4,51.339999999999996
36966,Detroit Red Wings,2021-04-06,1,2,2,0.0,75.0,27.0,31.0,31.8,Nashville Predators,vs,1.0,0.9,0.9,2.6,2.0,2.2,2.6,15.000000000000004,95.0,27.2,28.6,50.56
36996,Detroit Red Wings,2021-04-08,0,1,7,0.0,100.0,26.0,32.0,27.5,Nashville Predators,vs,0.8,0.8,0.95,2.2,1.9,2.4,2.6,15.000000000000004,90.0,26.8,31.4,48.12
37025,Detroit Red Wings,2021-04-10,2,4,4,0.0,100.0,28.0,34.0,48.3,Carolina Hurricanes,@,0.8,0.8,0.85,2.2,2.0,3.0,3.0,10.000000000000004,90.0,24.8,31.2,43.42
37055,Detroit Red Wings,2021-04-12,2,3,1,20.0,100.0,30.0,38.0,41.9,Carolina Hurricanes,@,1.0,1.0,0.85,2.6,2.4,3.2,3.2,10.000000000000004,95.0,25.0,30.8,43.08
37101,Detroit Red Wings,2021-04-15,2,4,1,0.0,100.0,28.0,25.0,61.9,Chicago Blackhawks,vs,1.4,1.2,0.95,3.0,2.6,3.0,2.6,14.000000000000004,95.0,25.8,32.6,39.540000000000006
37126,Detroit Red Wings,2021-04-17,0,0,4,0.0,100.0,29.0,27.0,52.7,Chicago Blackhawks,vs,1.4,1.2,1.05,2.8,2.7,3.0,2.6,4.000000000000003,95.0,27.8,32.0,42.279999999999994
37154,Detroit Red Wings,2021-04-19,1,2,2,0.0,50.0,22.0,36.0,42.9,Dallas Stars,@,1.2,1.0,1.05,2.4,2.3,3.4,2.9,4.000000000000003,100.0,28.2,31.2,46.46
37174,Detroit Red Wings,2021-04-20,0,2,5,0.0,100.0,26.0,24.0,55.6,Dallas Stars,@,1.4,1.1,1.05,2.6,2.4,2.4,2.7,4.000000000000003,90.0,27.4,32.0,49.540000000000006
37201,Detroit Red Wings,2021-04-22,2,7,3,0.0,50.0,23.0,46.0,49.2,Dallas Stars,vs,1.0,1.0,0.95,2.2,2.4,2.6,2.9,4.000000000000003,90.0,27.0,30.0,51.0
37227,Detroit Red Wings,2021-04-24,1,1,2,0.0,100.0,17.0,52.0,38.6,Dallas Stars,vs,1.0,1.2,1.05,3.0,3.0,3.0,3.0,2.842170943040401e-15,80.0,25.6,31.6,52.46
37276,Detroit Red Wings,2021-04-27,1,0,0,0.0,100.0,41.0,33.0,52.0,Columbus Blue Jackets,@,0.8,1.1,1.0,2.4,2.6,3.2,3.1,2.842170943040401e-15,80.0,23.4,37.0,47.800000000000004
37307,Detroit Red Wings,2021-04-29,0,1,3,0.0,100.0,17.0,32.0,50.9,Carolina Hurricanes,@,1.0,1.1,0.95,2.4,2.4,2.4,2.9,2.842170943040401e-15,80.0,25.8,38.2,47.660000000000004
37337,Detroit Red Wings,2021-05-01,2,0,0,0.0,100.0,15.0,33.0,47.2,Tampa Bay Lightning,vs,0.8,1.1,0.95,2.2,2.4,2.6,2.5,2.842170943040401e-15,90.0,24.8,37.4,49.260000000000005
37353,Detroit Red Wings,2021-05-02,0,1,2,0.0,100.0,23.0,42.0,46.7,Tampa Bay Lightning,vs,1.2,1.1,1.05,1.8,2.0,1.6,2.1,2.842170943040401e-15,90.0,22.6,39.2,47.58
37425,Detroit Red Wings,2021-05-07,2,5,2,50.0,100.0,36.0,24.0,70.5,Columbus Blue Jackets,@,0.8,0.9,1.05,0.6,1.8,1.4,2.2,2.842170943040401e-15,100.0,22.6,38.4,47.08
37450,Detroit Red Wings,2021-05-08,1,4,5,100.0,80.0,37.0,36.0,46.0,Columbus Blue Jackets,@,1.0,0.9,1.05,1.4,1.9,1.4,2.3,10.000000000000004,100.0,26.4,32.8,53.46
37534,Detroit Red Wings,2021-10-14,1,6,7,20.0,57.1,26.0,48.0,46.4,Tampa Bay Lightning,vs,1.0,1.0,1.0,2.2,2.3,2.4,2.4,30.0,96.0,25.6,33.4,52.260000000000005
37561,Detroit Red Wings,2021-10-16,2,3,1,50.0,100.0,21.0,41.0,54.8,Vancouver Canucks,vs,1.2,1.0,1.05,3.2,2.7,3.2,2.9,34.0,87.41999999999999,27.4,36.6,51.36
37595,Detroit Red Wings,2021-10-19,2,4,1,0.0,75.0,45.0,23.0,49.2,Columbus Blue Jackets,vs,1.2,1.2,1.1,3.8,2.8,3.4,2.5,44.0,87.42,28.6,38.2,52.879999999999995
37621,Detroit Red Wings,2021-10-21,0,0,3,0.0,100.0,33.0,29.0,48.9,Calgary Flames,vs,1.6,1.2,1.2,4.4,2.5,3.2,2.3,44.0,82.42,33.0,34.4,53.38000000000001
37653,Detroit Red Wings,2021-10-23,0,1,6,33.3,75.0,27.0,24.0,52.1,Montréal Canadiens,@,1.2,1.1,1.1,3.4,2.4,3.4,2.4,34.0,82.42,32.4,35.4,49.06
37669,Detroit Red Wings,2021-10-24,2,6,3,12.5,80.0,37.0,35.0,47.3,Chicago Blackhawks,@,1.0,1.0,1.05,2.8,2.5,3.6,3.0,20.660000000000004,81.42,30.4,33.0,50.28
37708,Detroit Red Wings,2021-10-27,2,3,2,0.0,50.0,25.0,28.0,57.7,Washington Capitals,@,1.2,1.2,1.15,2.8,3.0,2.8,3.0,19.160000000000004,86.0,32.6,30.4,50.46
37736,Detroit Red Wings,2021-10-29,1,2,3,0.0,100.0,30.0,33.0,58.6,Florida Panthers,vs,1.2,1.2,1.15,2.8,3.3,3.0,3.2,9.160000000000002,76.0,33.4,27.8,51.04
37751,Detroit Red Wings,2021-10-30,0,4,5,50.0,50.0,31.0,38.0,35.6,Toronto Maple Leafs,@,1.0,1.3,1.1,2.4,3.4,3.4,3.3,9.160000000000002,81.0,30.4,29.8,52.92
37785,Detroit Red Wings,2021-11-02,0,0,3,0.0,100.0,22.0,41.0,50.9,Montréal Canadiens,@,1.0,1.1,1.0,3.2,3.3,3.8,3.6,19.160000000000004,71.0,30.0,31.6,50.260000000000005
37815,Detroit Red Wings,2021-11-04,0,1,5,25.0,40.0,15.0,37.0,40.7,Boston Bruins,@,1.0,1.0,1.0,3.0,2.9,3.2,3.4,12.500000000000004,76.0,29.0,35.0,50.02
37846,Detroit Red Wings,2021-11-06,2,4,3,0.0,50.0,33.0,32.0,57.1,Buffalo Sabres,@,0.6,0.9,0.95,2.0,2.4,3.6,3.2,15.000000000000004,68.0,24.6,35.4,48.7
37858,Detroit Red Wings,2021-11-07,2,5,2,50.0,100.0,30.0,40.0,43.6,Vegas Golden Knights,vs,0.6,0.9,1.05,2.2,2.5,3.8,3.4,15.000000000000004,68.0,26.2,36.2,48.58
